price,bedrooms,bathrooms,constructedarea,zipcode,yearbuilt,lotareasqft,avgschoolrating,avgschooldist,crimepercentage
318900,4,3,3312.0,77083,1997,6507.864,4.666666666666667,0.7333333333333334,0.068765913
240000,3,2,1226.0,77083,1981,6991.38,5.333333333333333,1.3,0.068765913
238000,3,2,1432.0,77083,1983,8032.464,5.333333333333333,1.3,0.068765913
209000,3,2,1464.0,77083,1983,5675.868,5.333333333333333,1.4666666666666668,0.068765913
295970,4,2,2243.0,77083,1982,7710.12,5.333333333333333,1.9000000000000001,0.068765913
345000,4,2,2045.0,77083,1982,8820.9,5.0,1.4666666666666668,0.068765913
335000,4,3,2564.0,77083,1987,8377.0,5.333333333333333,1.6333333333333335,0.068765913
264900,3,2,1570.0,77489,1979,6525.288,2.6666666666666665,2.466666666666667,0.336865928
209000,3,4,1570.0,77489,1979,6229.08,2.6666666666666665,2.4333333333333336,0.336865928
247995,3,2,1550.0,77489,1979,6451.236,2.6666666666666665,2.466666666666667,0.336865928
280000,4,3,2836.0,77489,1978,7200.468,4.0,1.7666666666666666,0.336865928
250000,4,3,2296.0,77489,1979,6298.776,3.6666666666666665,1.5666666666666664,0.336865928
249900,3,2,1918.0,77053,1978,9818.424,3.6666666666666665,0.7000000000000001,0.581463669
232000,3,2,1876.0,77053,1978,7074.144,3.6666666666666665,0.5,0.581463669
210000,4,2,1252.0,77053,1972,6912.972,2.3333333333333335,1.0,0.581463669
227500,3,2,1081.0,77053,1972,6660.324,2.3333333333333335,0.9333333333333332,0.581463669
200000,4,2,1418.0,77053,2006,5523.408,2.3333333333333335,1.2333333333333334,0.581463669
229000,3,2,1322.0,77053,1972,4639.14,2.3333333333333335,1.2333333333333334,0.581463669
279900,3,1,1496.0,77003,1917,5000.688,3.0,1.7666666666666666,1.130285291
399000,3,2,1670.0,77009,1910,5000.688,4.0,0.5,1.501534176
299000,2,1,2158.627875809694,77009,1915,7775.7013398033405,5.0,0.43333333333333335,1.501534176
299000,4,2,888.0,77009,1910,5000.688,5.0,0.43333333333333335,1.501534176
