zid,Lat,Lng,Price,Bedrooms,Bathrooms,constructedArea,zipCode,hasGarage,hasPool,hasCooling,hasView,yearBuilt,stories,parkingSpaces,annualHOI,schoolElemRating,schoolElemDist,schoolMidRating,schoolMidDist,schoolHighRating,schoolHighDist,priceIncreased,priceDiff,days,lotAreaSQFT
27541924,29.6036,-95.485405,276000,3,2,3612,77489,1,0,1,0,1971,2,2,1159,6,0.5,3,1.3,2,1.1,1,31000,1213,8764.272
27542111,29.600388,-95.48821,220000,3,2,1270,77489,1,0,1,0,1972,1,1,924,6,0.3,3,1.3,2,1,1,65100,503,7884.36
27542455,29.595436,-95.48588,230000,4,2,1765,77489,1,0,1,0,1974,1,2,966,6,0.3,3,1,2,0.6,1,115275,5140,7148.196
27542890,29.59732,-95.49269,225000,3,2,1444,77489,1,0,1,0,1978,1,2,945,6,0.1,3,1.4,2,1,1,56000,824,7731.9
27543383,29.59206,-95.48905,246500,3,2,1738,77489,1,0,1,0,1978,1,2,1035,6,0.3,3,1,2,0.6,1,41500,6810,8062.956
27543748,29.595455,-95.501175,210000,2,2,1246,77489,1,0,1,0,1981,1,2,882,6,0.6,3,1.8,2,1.3,1,83001,1419,6821.496
27543979,29.60081,-95.477715,212000,3,2,1357,77489,1,0,1,0,1979,1,2,890,6,0.9,3,0.9,2,1,0,-3000,20,8398.368
27544131,29.601322,-95.50111,290000,4,3,1831,77489,1,0,1,0,1999,2,2,1218,6,0.7,3,2,2,1.5,1,2050,151,5018.112
27544890,29.593716,-95.47072,203000,3,3,1562,77053,1,0,1,0,1983,2,1,853,6,0.4,3,0.5,2,0.9,1,164000,5019,4199.184
27545693,29.68377,-95.677864,298500,4,3,2463,77083,1,0,1,0,1992,2,2,1254,6,0.5,4,0.4,4,1.5,0,-6500,158,8698.932
27554059,29.677292,-95.63611,264990,4,2,1619,77083,1,0,1,0,1982,1,2,1113,6,0.5,4,2.4,6,2.2,0,0,104,8293.824
27574751,29.598225,-95.46818,249990,3,2,1961,77053,1,0,1,0,1964,1,4,1050,6,0.5,3,0.8,2,1.1,0,0,0,7440.048
27578613,29.698608,-95.6696,259000,3,2,1581,77083,1,0,1,0,1981,1,2,1088,7,0.6,4,1.3,4,1.1,0,-6000,28,7440.048
27578806,29.69487,-95.65991,270000,4,3,2169,77083,1,0,1,0,1977,1,2,1134,7,0.8,4,1.4,4,1.7,1,160100,2926,7213.536
27578897,29.697227,-95.66432,274900,3,2,1828,77083,1,0,1,0,1978,1,2,1155,7,0.7,4,1.4,4,1.4,0,-11000,20,8359.164
27579034,29.69247,-95.661156,269900,3,2,1510,77083,1,1,1,0,1982,1,2,1134,7,0.7,4,1.3,4,1.7,1,268550,5226,7178.688
27579361,29.694838,-95.664986,239000,2,2,1471,77083,1,0,1,0,1982,1,2,1004,7,0.6,4,1.2,4,1.5,0,0,0,5719.428
27579771,29.692324,-95.673325,275900,3,2,1294,77083,1,0,1,0,1979,1,2,1159,7,0.2,4,0.9,4,1.1,1,900,2,6612.408
27580125,29.694546,-95.6776,214999,4,2,1247,77083,0,0,1,0,1980,1,0,903,7,0.4,4,1.1,4,0.9,1,79999,2167,6050.484
27580155,29.69514,-95.67843,260000,4,2,1299,77083,1,0,1,0,1980,1,2,1092,7,0.5,4,1.1,4,0.8,1,60000,3398,6107.112
27580223,29.700472,-95.671394,259000,4,2,1905,77083,1,0,1,0,1982,1,2,1088,5,1,7,3.7,4,0.9,0,0,6858,6006.924
27580304,29.689997,-95.66081,260000,3,2,1818,77083,1,0,1,0,1982,1,2,1092,7,0.7,4,1.2,4,1.8,0,0,13201,8167.5
27580588,29.687695,-95.670456,245000,3,2,1244,77083,1,0,1,0,1982,1,2,1029,6,0.3,4,0.7,4,1.5,1,165100,4629,5018.112
27581127,29.68735,-95.6543,285000,3,3,2072,77083,1,0,1,0,1982,2,2,1197,6,1,4,1.4,4,2.3,1,165500,4378,5627.952
27582364,29.686329,-95.6739,318900,4,3,3312,77083,1,0,1,0,1997,2,2,1386,6,0.3,4,0.5,4,1.4,1,328500,6852,6507.864
27582859,29.694056,-95.68334,240000,3,2,1226,77083,1,0,1,0,1981,2,2,1008,5,0.2,7,2.9,4,0.8,1,80100,272,6991.38
27583170,29.692587,-95.68385,238000,3,2,1432,77083,1,0,1,0,1983,1,1,1000,5,0.2,7,2.9,4,0.8,1,155500,3805,8032.464
27583212,29.690262,-95.681046,209000,3,2,1464,77083,1,0,1,0,1983,1,2,878,5,0.4,7,3,4,1,0,0,12942,5675.868
27589407,29.683489,-95.646164,295970,4,2,2243,77083,1,1,1,0,1982,1,2,1243,6,1.4,4,1.8,6,2.5,0,0,0,7710.12
27589477,29.680353,-95.6465,345000,4,2,2045,77083,1,1,1,0,1982,1,2,1449,5,0.3,4,1.8,6,2.3,0,0,0,8820.9
27589758,29.681067,-95.65266,335000,4,3,2564,77083,1,0,1,0,1987,2,2,1407,6,1.1,4,1.4,6,2.4,1,130500,1308,8377
27590469,29.577105,-95.51545,264900,3,2,1570,77489,1,0,1,0,1979,1,2,1113,3,2.5,3,2.7,2,2.2,0,0,9598,6525.288
27590477,29.576557,-95.515,209000,3,4,1570,77489,1,0,1,0,1979,1,2,878,3,2.5,3,2.7,2,2.1,0,-16000,7225,6229.08
27590519,29.575148,-95.515465,247995,3,2,1550,77489,1,0,1,0,1979,1,2,1042,3,2.5,3,2.7,2,2.2,1,113995,120,6451.236
27592110,29.583775,-95.51674,280000,4,3,2836,77489,1,0,1,0,1978,2,2,1176,5,1.1,4,2.5,3,1.7,1,155000,4461,7200.468
27592282,29.587103,-95.51736,250000,4,3,2296,77489,1,0,1,0,1979,2,2,1050,4,0.9,4,2.3,3,1.5,1,142000,3581,6298.776
27600566,29.59689,-95.46999,249900,3,2,1918,77053,1,0,1,0,1978,1,2,1050,6,0.4,3,0.7,2,1,0,0,0,9818.424
27600881,29.597372,-95.47799,232000,3,2,1876,77053,1,0,1,0,1978,1,2,974,6,0.1,3,0.7,2,0.7,0,0,7325,7074.144
27601532,29.589685,-95.456055,210000,4,2,1252,77053,1,0,1,0,1972,1,2,882,2,0.3,3,1.1,2,1.6,0,0,13561,6912.972
27601618,29.592022,-95.457726,227500,3,2,1081,77053,0,0,1,0,1972,1,0,956,2,0.2,3,1,2,1.6,1,42500,242,6660.324
27602974,29.589619,-95.4518,200000,4,2,1418,77053,1,0,1,0,2006,1,2,840,2,0.5,3,1.3,2,1.9,1,131500,4902,5523.408
27603008,29.589092,-95.452,229000,3,2,1322,77053,0,0,1,0,1972,1,0,962,2,0.5,3,1.3,2,1.9,1,145000,2731,4639.14
27740908,29.742191,-95.361755,279900,3,1,1496,77003,1,0,1,0,1917,1,1,1176,4,0.8,3,3.2,2,1.3,0,-20000,62,5000.688
27740966,29.742243,-95.34549,550000,7,5,900,77003,0,0,1,0,1930,1,0,2310,4,0.7,4,1.4,2,1.1,0,0,0,7492.32
27741132,29.774805,-95.35797,399000,3,2,1670,77009,0,0,1,0,1910,1,0,1676,5,0.5,5,0.5,2,0.5,1,10000,797,5000.688
27741168,29.775473,-95.35917,299000,2,1,1300,77009,0,0,1,0,1915,1,0,1256,8,0.4,5,0.4,2,0.5,1,83000,888,7289
27741185,29.77601,-95.35764,299000,4,2,888,77009,0,0,1,0,1910,1,0,1256,8,0.4,5,0.4,2,0.5,0,-130900,1809,5000.688
27741392,29.779293,-95.35922,245000,2,2,1104,77009,1,0,1,0,1940,1,1,1029,8,0.2,5,0.2,2,0.3,0,0,0,4499.748
27741433,29.779991,-95.356224,295000,1,1,984,77009,1,0,1,0,1940,2,2,1239,5,0.2,5,0.1,2,0.2,0,-65000,2195,5253.336
27741613,29.780409,-95.35942,320000,4,3,2248,77009,0,0,1,0,1940,1,2,1344,8,0.2,5,0.2,2,0.2,0,-55000,54,5000.688
27741699,29.779554,-95.36477,449000,3,3,1665,77009,1,0,1,0,1910,1,1,1886,8,0.2,5,0.5,2,0.5,1,199100,307,4499.748
27741818,29.78168,-95.363106,285000,2,1,988,77009,1,0,1,0,1925,1,2,1197,8,0.1,5,0.4,2,0.3,0,-15000,217,3349.764
27742243,29.778612,-95.322205,364900,3,3,1830,77020,1,0,1,0,2022,2,2,1533,7,0.1,3,0.8,2,0.5,0,0,0,2500
27742617,29.904688,-95.368744,250000,4,1,1353,77039,0,0,1,0,1966,1,0,1050,3,4,3,4,3,6,0,-19990,144,43560
27742700,29.908281,-95.37335,325000,3,2,1272,77039,1,0,1,0,1967,1,1,1365,3,4,3,4,3,6,1,175000,2337,19475.676
27743266,29.774729,-95.37066,629000,3,2,2348,77007,0,0,1,0,1906,2,0,2642,6,0.6,6,1.3,5,1.9,1,284000,2452,3750.516
27743567,29.765696,-95.38084,578888,2,2,1316,77007,0,0,1,0,1890,1,2,2431,6,0.5,6,1.5,5,2,0,0,0,5000.688
27743741,29.766474,-95.37636,600000,4,4,4499,77007,0,0,1,0,1888,2,0,2520,6,0.5,6,1.6,5,2.1,1,302000,1383,5000.688
27745505,29.765877,-95.408066,730000,2,1,1236,77007,1,0,1,0,1950,1,0,3066,8,1.1,6,2,5,2,1,180000,292,7130.772
27745661,29.768892,-95.40738,618000,3,4,2630,77007,1,0,1,0,2007,3,2,2596,8,1.1,6,1.9,5,1.9,1,73000,2416,1900
27745773,29.773947,-95.40698,419900,3,2,1317,77007,1,0,1,0,1925,1,2,1764,8,1.2,6,1.6,5,1.6,0,-175100,125,5100.876
27745914,29.769796,-95.3289,449999,3,4,1858,77020,1,0,1,0,2023,3,2,1890,2,0.9,3,1.1,2,0.6,1,349999,2914,1450.548
27746193,29.725327,-95.35512,475000,3,2,1534,77004,1,0,1,0,2022,1,2,1995,4,0.5,3,2.2,2,0.2,1,425100,3094,3798.432
27746223,29.778898,-95.35079,220000,4,1,1064,77026,0,0,1,0,1925,1,0,924,5,0.1,5,0.4,2,0.5,1,30500,216,4700.124
27746296,29.77664,-95.35493,350000,3,2,2048,77009,0,0,1,0,1915,1,0,1470,5,0.2,5,0.4,2,0.5,0,-25000,2292,6512.22
27746346,29.77779,-95.35241,245000,3,1,1382,77009,0,0,1,0,1925,1,0,1029,5,0.1,5,0.4,2,0.5,0,-34900,154,4647.852
27746373,29.777794,-95.35194,275000,4,3,1960,77009,0,0,1,0,1910,1,3,1155,5,0.1,5,0.4,2,0.5,0,-25000,203,4647.852
27746471,29.751257,-95.39099,700000,3,2,1742,77006,1,0,1,0,1915,2,2,2940,3,4,3,4,3,6,1,101000,2228,3898.62
27746476,29.750996,-95.39074,461700,2,1,2160,77006,0,0,1,0,1915,1,0,1995,3,4,3,4,3,6,0,0,0,3898.62
27746548,29.776463,-95.33335,524999,3,3,2555,77020,1,0,1,0,2022,2,2,2205,7,0.8,3,1.3,2,0.9,1,452999,2030,4399.56
27746565,29.779749,-95.33341,379000,3,4,1942,77020,1,0,1,0,2022,2,1,1592,7,0.7,3,1.2,2,1,1,307000,1091,7289
27746601,29.776726,-95.332466,299900,6,4,2850,77020,1,0,1,0,1930,1,2,1260,7,0.7,3,1.3,2,0.9,0,-150100,8729,11000
27746858,29.904848,-95.42962,225000,3,2,1566,77038,1,0,1,0,1979,2,2,945,3,4,3,4,3,6,0,0,85,3750.516
27747009,29.709902,-95.38064,475000,4,1,1363,77021,0,0,1,0,1940,1,0,1995,5,2,3,1.6,5,3.5,0,-348100,540,7048.008
27747112,29.775297,-95.41482,399950,1,2,784,77007,0,0,1,0,1933,1,0,1680,8,0.7,6,2,5,2.3,0,-50045,87,5349.168
27747278,29.781116,-95.41577,419000,3,2,1032,77007,1,0,1,0,1940,1,2,1760,4,0.9,6,1.9,3,2.5,1,20000,844,5350
27747439,29.780014,-95.4217,639000,3,4,2266,77007,1,0,1,0,2022,2,2,2684,8,0.7,6,2.3,3,2.5,1,49100,154,2687
27747782,29.806303,-95.377495,399000,2,1,1498,77009,0,0,1,0,1950,1,2,1676,6,0.5,5,1.3,5,1.2,0,-18250,34,5000.688
27749291,29.779554,-95.30498,240000,3,2,1044,77020,0,0,1,0,1950,1,0,1008,6,0.1,3,0.6,2,1.1,1,144000,4449,4626.072
27749973,29.731222,-95.32084,295000,2,1,1022,77023,1,0,1,0,1940,1,4,1239,6,0.6,4,0.4,2,0.7,1,185100,8360,5401.44
27750153,29.804943,-95.38894,599000,3,2,1435,77008,0,0,1,0,1930,1,1,2516,8,0.2,5,0.6,5,0.7,1,179000,601,4782.888
27750517,29.740139,-95.32976,364900,3,2,1550,77023,1,0,1,0,1948,1,1,1533,4,0.3,4,0.4,2,0.6,0,0,0,5349.168
27750568,29.740278,-95.332985,435000,1,1,932,77023,1,0,1,0,1950,2,2,1827,4,0.1,4,0.6,2,0.6,1,95000,639,8250.264
27751066,29.75366,-95.32899,409000,3,2,1405,77003,0,0,1,0,1930,1,0,1718,5,0.8,4,1.2,2,1.4,1,199000,366,4277.592
27751163,29.748281,-95.32205,239000,3,1,1072,77011,0,0,1,0,1926,1,0,1004,5,0.3,4,0.8,2,1.2,0,0,177,5000.688
27751310,29.781029,-95.31723,420000,3,3,2122,77020,1,0,1,0,2022,2,2,1764,7,0.3,3,0.7,2,0.7,1,335000,2045,2482.92
27751322,29.779709,-95.31687,368000,3,3,2081,77020,1,0,1,0,2021,2,2,1546,7,0.3,3,0.6,2,0.6,1,318100,2732,2500.344
27751324,29.779703,-95.31639,369000,3,3,1745,77020,1,0,1,0,2022,2,2,1550,7,0.3,3,0.6,2,0.6,1,336100,1991,2500.344
27751421,29.758904,-95.34005,450000,3,2,1256,77003,1,0,1,0,1950,1,3,1890,5,1.6,4,1.8,2,1.5,0,-145000,65,5000.688
27751746,29.746998,-95.387596,675000,3,3,2514,77006,1,0,1,0,2022,2,2,2835,3,4,3,4,3,6,1,126000,360,2547
27751955,29.739779,-95.25646,249000,3,3,1650,77029,1,0,1,0,2022,2,1,1046,8,2.1,5,1.3,4,1.2,1,232000,1818,5000.688
27752444,29.723934,-95.3012,440000,3,2,3421,77023,1,0,1,0,1954,1,3,1848,5,0.4,3,1.1,2,2,0,-60000,122,6917.328
27753004,29.74335,-95.31475,245000,2,1,1168,77011,0,0,1,0,1940,1,0,1029,7,0.3,3,0.9,2,1.3,0,0,0,5000.688
27753031,29.744177,-95.31744,499999,5,3,3128,77011,0,0,1,0,1960,2,0,2100,5,0.1,4,0.7,2,1.2,0,-125001,247,6499.152
27753263,29.78095,-95.32086,385000,3,3,1595,77020,1,0,1,0,2022,2,2,1617,7,0.1,3,0.8,2,0.6,0,0,5452,2400
27753480,29.78721,-95.36744,395000,2,1,1048,77009,1,0,1,0,1940,1,0,1659,8,0.5,5,0.7,2,0.6,1,95100,2385,7000.092
27753634,29.779303,-95.3471,325000,3,2,1178,77026,1,0,1,0,1930,1,2,1365,5,0.3,3,1.9,2,0.7,0,-14000,63,5000.688
27753680,29.781734,-95.34613,500000,3,2,1174,77026,0,0,1,0,1940,1,0,2100,5,0.4,3,1.7,2,0.8,1,415100,3573,7501.032
27754747,29.876331,-95.442924,245000,3,1,1220,77088,0,0,1,0,1948,1,0,1029,3,4,3,4,3,6,1,174000,3680,15751.296
27754846,29.86809,-95.44049,600000,8,4,6204,77088,0,0,1,0,1977,3,4,2520,2,0.6,4,0.2,4,0.3,1,599999,4601,52703.244
27754980,29.867708,-95.44084,375000,4,3,1908,77088,1,0,1,0,2022,2,2,1575,2,0.7,4,0.2,4,0.3,1,356500,2583,4550
27755338,29.866842,-95.446884,250000,3,2,1315,77088,0,0,1,0,2017,1,0,1050,2,1,2,1.3,4,0.3,0,0,0,9517.86
27755448,29.866447,-95.45071,239980,3,2,1620,77088,0,0,1,0,2017,1,0,1008,2,1.3,2,1.2,4,0.5,0,0,0,10201.752
27756212,29.732325,-95.34969,260000,2,1,756,77004,0,0,1,0,1950,1,0,1092,4,0.8,3,2.7,2,0.7,1,130000,2259,4142.556
27756284,29.734015,-95.34747,455000,3,4,1984,77004,1,0,1,0,2023,2,2,1911,4,0.9,3,2.9,2,0.8,1,380000,6425,2250
27756850,29.749111,-95.397194,690000,6,6,4971,77006,0,0,1,0,1908,3,2,2898,3,4,3,4,3,6,0,-350000,1133,7000.092
27756998,29.744585,-95.40317,825000,3,2,1807,77019,1,1,1,0,1930,1,2,3465,4,0.3,9,0.2,5,1.5,1,286500,3747,5000.688
27757495,29.780363,-95.29191,800000,2,2,952,77020,1,0,1,0,1940,1,1,3360,5,0.6,3,1.3,2,1.8,0,0,0,6499.152
27757595,29.778233,-95.29581,235000,3,2,1200,77020,0,0,1,0,1948,1,0,987,5,0.3,3,1.1,2,1.6,0,0,30,5000.688
27758355,29.743114,-95.366615,669900,3,3,2514,77004,1,0,1,0,2022,2,2,2814,3,4,3,4,3,6,1,272900,3545,3125
27758365,29.73487,-95.35929,265000,2,1,820,77004,0,0,1,0,1930,1,0,1113,4,0.4,3,2.7,2,0.8,1,185000,3024,3990.096
27758366,29.734657,-95.35905,394999,3,4,1573,77004,1,0,1,0,2022,2,2,1659,4,0.4,3,2.7,2,0.8,1,339200,5171,2984
27758528,29.735535,-95.3625,414900,3,4,1730,77004,1,0,1,0,2022,3,2,1743,4,0.4,3,2.8,2,0.9,0,-15000,61,2250
27758579,29.730453,-95.36196,308990,4,3,1462,77004,0,0,1,0,1936,1,0,1298,4,0.1,3,2.5,2,0.7,0,-20810,433,3998.808
27758668,29.734463,-95.368484,484900,3,4,2104,77004,1,0,1,0,2022,3,2,2037,4,0.5,3,2.7,2,1.1,0,-19800,186,1398.276
27758721,29.728745,-95.36061,419900,3,4,1737,77004,1,0,1,0,2022,3,2,1764,4,0.1,3,2.4,2,0.5,1,209900,2723,1995
27758754,29.730043,-95.36285,499999,3,4,2492,77004,0,0,1,0,1938,1,0,2100,4,0.1,3,2.4,2,0.7,1,274999,479,5039.892
27758801,29.729382,-95.364746,288000,2,1,660,77004,0,0,1,0,1930,1,0,1210,4,0.2,3,2.4,2,0.8,1,168000,1919,2500.344
27758842,29.73309,-95.36799,210000,3,1,1360,77004,0,0,1,0,1949,1,0,882,4,0.5,3,2.6,2,1.1,0,-140000,1859,6250.86
27758988,29.81194,-95.40022,425000,3,4,1980,77008,1,0,1,0,2014,3,2,1785,5,0.6,5,0.5,5,1.1,1,267800,4452,1751.112
27759171,29.80956,-95.40797,400000,3,1,1352,77008,0,0,1,0,1931,1,0,1680,5,0.3,5,0.7,5,1.3,0,-100000,77,3402.036
27759270,29.80772,-95.40116,839000,3,3,2528,77008,1,0,1,0,2022,2,2,3524,5,0.4,5,0.3,5,0.9,1,314000,848,3275
27759711,29.804033,-95.41298,660000,3,3,3156,77008,1,0,1,0,2007,3,2,2772,4,1.2,5,0.9,3,1.5,0,0,4279,3275.712
27760007,29.801395,-95.3941,665000,2,1,1165,77008,1,0,1,0,1940,1,3,2793,8,0.3,5,0.3,5,0.4,0,-35000,25,6599.34
27760421,29.799677,-95.4006,850000,3,4,2171,77008,0,0,1,0,1920,1,0,3570,4,0.6,5,0.3,5,0.5,0,0,0,4996.332
27760601,29.796862,-95.40272,715000,3,2,1868,77008,1,0,1,0,1930,2,2,3003,4,0.4,5,0.6,5,0.6,1,140000,843,6600
27760930,29.794888,-95.40204,550000,3,1,1488,77008,1,0,1,0,1930,1,2,2310,4,0.4,5,0.7,5,0.6,0,-24000,70,6599.34
27761539,29.788965,-95.40523,765000,3,2,2051,77008,1,0,1,0,1920,1,1,3213,4,0.4,6,1.2,5,0.8,1,505100,4018,4356
27761639,29.789602,-95.398315,481000,2,3,2484,77008,0,0,1,0,1920,2,0,2516,8,0.3,6,0.8,5,0.5,1,174000,1875,2739.924
27761984,29.785765,-95.40631,675000,2,1,1170,77007,0,0,1,0,1936,1,0,2835,4,0.5,6,1.3,5,1,0,-25000,37,7583.796
27762074,29.786724,-95.400696,750000,4,2,1600,77007,0,0,1,0,1970,2,0,3150,8,0.3,6,0.9,5,0.7,0,0,0,6534
27762092,29.78674,-95.39957,799000,3,3,2267,77007,1,0,1,0,1995,1,2,3356,8,0.2,6,0.9,5,0.7,0,-100000,1948,6599.34
27762832,29.821144,-95.394875,549000,3,4,2133,77018,1,0,1,0,2023,2,2,2306,4,0.4,3,2.7,3,0.2,1,229000,8085,3339
27762908,29.817446,-95.395546,560000,3,4,2200,77018,1,0,1,0,2022,2,2,2352,4,0.3,5,0.8,3,0.4,1,400010,2659,3001.284
27762922,29.817005,-95.39439,399900,2,1,1075,77018,0,0,1,0,1997,1,0,1680,4,0.3,5,0.8,3,0.4,1,250000,3951,9374.112
27763123,29.821648,-95.39184,350000,3,3,1710,77022,1,0,1,0,2012,2,2,1470,4,0.3,3,2.8,3,0.4,1,200100,5854,5998.212
27763204,29.822432,-95.3903,250000,3,1,1038,77022,1,0,1,0,1952,1,2,1050,4,0.3,3,2.9,3,0.5,1,154500,3723,4800.312
27763207,29.822441,-95.389565,435000,3,3,1942,77022,1,0,1,0,2022,2,2,1827,4,0.3,3,2.9,3,0.5,0,0,7361,3841.992
27763230,29.82139,-95.38859,470000,3,3,2011,77022,1,0,1,0,2021,2,2,1974,4,0.3,3,3,3,0.6,1,330100,4936,3998.808
27763316,29.81668,-95.3987,525000,3,4,2836,77018,1,0,1,0,2015,3,2,2205,4,0.5,5,0.8,3,0.4,0,-174999,2529,2596.176
27763319,29.81669,-95.39844,547000,3,3,2309,77018,1,0,1,0,2022,2,2,2297,4,0.5,5,0.8,3,0.4,0,0,0,2596.176
27763418,29.792177,-95.35833,279000,2,1,480,77009,0,0,1,0,1945,1,0,1172,5,0.2,5,0.6,2,0.6,1,54000,1873,5501.628
27763438,29.793879,-95.35967,359900,3,2,1450,77009,0,0,1,0,1950,1,0,1512,5,0.2,5,0.8,2,0.7,0,-5000,8421,5501.628
27763487,29.794615,-95.36344,325000,2,1,720,77009,0,0,1,0,1940,1,0,1365,5,0.4,5,0.9,2,0.8,0,0,9237,4726.26
27763561,29.79684,-95.363144,415000,3,2,1313,77009,0,0,1,0,2022,1,0,1743,5,0.4,5,1,2,0.9,1,225100,429,5501.628
27763579,29.797253,-95.364075,225000,2,2,616,77009,0,0,1,0,1949,1,0,945,5,0.4,5,1.1,2,0.9,0,-5000,82,5501.628
27763818,29.800781,-95.36412,398000,5,2,1391,77009,1,0,1,0,1935,1,3,1672,5,0.5,5,1.3,2,1.2,0,-31000,15,5501.628
27763947,29.803,-95.363716,595000,4,4,3256,77009,0,0,1,0,1945,1,4,2499,6,0.4,5,1.4,2,1.3,1,390000,3485,10998.9
27764047,29.803778,-95.364555,399000,3,2,1836,77009,0,0,1,0,1938,1,0,1676,6,0.4,5,1.4,2,1.3,0,-23000,24,5501.628
27764296,29.732986,-95.37909,339900,4,3,2208,77004,0,0,1,0,1920,2,0,1428,3,4,3,4,3,6,0,-55100,2955,3001.284
27764467,29.77389,-95.403625,399000,3,4,2194,77007,1,0,1,0,2007,3,1,1676,8,1.4,6,1.5,5,1.5,1,215100,4811,1718
27764645,29.772505,-95.405014,225000,2,1,910,77007,0,0,1,0,1920,1,0,945,8,1.3,6,1.6,5,1.6,1,65000,2687,3201.66
27764670,29.732819,-95.34679,489000,3,4,2130,77004,1,0,1,0,2023,4,2,2054,4,1,3,2.8,2,0.8,1,379000,722,5000.688
27764748,29.729696,-95.34562,450000,2,1,1120,77004,0,0,1,0,1940,1,0,1890,4,1,3,2.7,2,0.7,1,250020,709,10001.376
27764763,29.729221,-95.34541,350000,3,2,1250,77004,1,0,1,0,1936,1,2,1470,4,1,3,2.6,2,0.7,1,210000,840,5000.688
27764784,29.72849,-95.3485,250000,3,2,1427,77004,1,0,1,0,1930,1,2,1050,4,0.8,3,2.5,2,0.5,0,0,0,5000.688
27764789,29.728746,-95.348404,250000,2,1,1106,77004,1,0,1,0,1930,1,1,1050,4,0.8,3,2.5,2,0.6,0,0,0,5000.688
27764871,29.744026,-95.322365,375000,3,3,1675,77011,1,0,1,0,2022,2,2,1575,5,0.3,4,0.6,2,1,1,195000,785,2146
27764872,29.744072,-95.3225,375000,3,3,1675,77011,1,0,1,0,2022,2,2,1575,5,0.3,4,0.6,2,1,1,180000,655,1914
27764910,29.76869,-95.4011,660000,3,4,2225,77007,1,0,1,0,2019,4,2,2772,8,1.5,6,1.6,5,1.7,0,-1675788,2118,1807.74
27764951,29.818434,-95.38754,200000,2,1,648,77022,0,0,1,0,1940,1,0,840,4,0.2,5,1.1,3,0.7,0,-20000,131,5998.212
27765289,29.780218,-95.355156,206000,2,2,1032,77009,0,0,1,0,1935,1,0,865,5,0.2,5,0.2,2,0.3,0,0,0,4408.272
27765356,29.781853,-95.35115,400000,3,2,1663,77026,0,0,1,0,1950,1,0,1680,5,0.2,5,0.4,2,0.4,0,-100000,404,5000.688
27765534,29.784498,-95.35502,399000,3,2,1538,77009,0,0,1,0,1926,1,0,1676,2,0.5,5,0.2,2,0.2,1,204000,1439,5000.688
27765742,29.734236,-95.31548,799900,3,1,1315,77023,0,0,1,0,1940,1,0,3360,6,0.5,4,0.6,2,1,1,319900,112,22389.84
27767275,29.73115,-95.380585,530000,3,2,1904,77004,1,0,1,0,1925,1,1,2226,4,0.2,3,2.7,5,2.9,0,0,9755,5000.688
27767818,29.734484,-95.29669,299000,2,1,1290,77011,1,0,1,0,1930,1,2,1256,3,0.2,3,0.5,2,2.2,0,-101000,431,10001.376
27768111,29.736208,-95.29556,329000,3,3,1412,77011,1,0,1,0,2022,2,1,1382,3,0.2,3,0.4,2,2.3,1,214000,361,2500
27768329,29.73314,-95.28152,254000,3,2,1370,77012,1,0,1,0,1936,1,1,1067,7,0.6,3,1.3,3,1.4,1,108501,221,2500.344
27768628,29.737083,-95.287674,289000,3,2,2032,77012,0,0,1,0,1940,1,2,1214,7,0.1,3,0.8,3,1.8,1,189000,1226,5000.688
27769117,29.740831,-95.2908,225000,3,1,942,77011,0,0,1,0,2020,1,0,945,7,0.2,3,0.6,2,2.6,0,-24000,95,2500.344
27769159,29.74346,-95.29619,210000,2,2,1004,77011,1,0,1,0,1930,1,1,882,3,0.3,3,0.3,2,2.3,1,25000,317,5000.688
27769197,29.743948,-95.2953,285000,3,2,1346,77011,0,0,1,0,1935,1,0,1197,3,0.3,3,0.3,2,2.4,1,70000,343,3698.244
27769861,29.73981,-95.344376,534900,6,2,1992,77003,1,0,1,0,1936,1,1,2247,4,0.6,4,1.2,2,1,0,0,0,5100.876
27770499,29.739298,-95.39402,745000,3,4,3249,77006,0,0,1,0,1928,2,2,3129,3,4,3,4,3,6,0,-250000,277,5000.688
27771021,29.786236,-95.35963,259000,2,1,648,77009,0,0,1,0,1930,1,0,1088,2,0.3,5,0.3,2,0.2,0,-16000,384,5000.688
27771093,29.77536,-95.35182,355000,2,2,952,77009,0,0,1,0,1926,1,0,1491,5,0.3,5,0.5,2,0.6,0,-5000,61,3049.2
27771095,29.77583,-95.350266,299000,2,1,1190,77026,0,0,1,0,1925,1,0,1256,5,0.3,5,0.6,2,0.7,0,-51000,1900,5000.688
27771286,29.785774,-95.362495,450000,4,3,1813,77009,0,0,1,0,2022,2,0,1890,8,0.3,5,0.4,2,0.3,1,320000,2432,2500
27771334,29.740583,-95.3114,285000,3,1,1194,77011,0,0,1,0,1935,1,0,1197,7,0.1,3,0.7,2,1.4,1,107000,502,6499.152
27771493,29.745382,-95.3265,425000,3,2,2159,77011,1,0,1,0,1936,1,0,1785,5,0.5,4,0.6,2,0.9,1,100000,707,7701.408
27771665,29.746939,-95.32531,335000,5,3,2404,77011,0,0,1,0,1938,1,0,1407,5,0.4,4,0.7,2,1,0,-24000,91,6751.8
27772557,29.736935,-95.34293,295000,2,1,1380,77003,1,0,1,0,1927,1,1,1239,4,0.5,4,1.1,2,0.8,1,255000,4123,5000.688
