Lat,Lng,Price,Bedrooms,Bathrooms,constructedArea,zipCode,hasGarage,hasPool,hasCooling,hasView,yearBuilt,stories,parkingSpaces,annualHOI,schoolElemRating,schoolElemDist,schoolMidRating,schoolMidDist,schoolHighRating,schoolHighDist,priceIncreased,priceDiff,days,lotAreaSQFT
29.906487,-95.31769,259000,3,3,1630,77039,1,0,1,0,1968,1,2,1088,3,4.0,3,4.0,3,6.0,1,109000,244,6329.268
30.016151,-95.45614,349999,5,3,3205,77090,1,0,1,0,1968,2,1,1470,6,0.2,3,2.9,2,0.8,1,160000,93,10480.536
29.708061,-95.583145,350000,4,2,2267,77072,0,0,1,0,1968,1,0,1470,5,0.5,4,0.7,3,1.2,0,0,0,11051.172
29.815125,-95.53544,575000,4,3,2716,77080,1,1,1,0,1968,1,2,2415,3,0.4,3,0.5,2,0.3,1,236000,1680,8799.12
29.813877,-95.53529,455000,4,2,2290,77080,1,0,1,0,1968,1,1,1911,3,0.5,3,0.4,2,0.3,1,195000,2786,9517.86
29.812107,-95.53715,422300,4,2,2448,77080,1,0,1,0,1968,1,2,1827,3,0.6,3,0.3,2,0.5,0,-34000,1287,12710.808
29.814596,-95.53379,599500,4,2,2625,77080,1,0,1,0,1968,1,2,2518,3,0.4,3,0.4,2,0.2,1,309500,2015,8799.12
29.814922,-95.53345,498000,4,2,2686,77080,1,0,1,0,1968,1,2,2092,3,0.4,3,0.5,2,0.2,1,88000,6129,8800.0
29.812346,-95.53615,599000,4,2,2798,77080,1,0,1,0,1968,1,1,2516,3,0.6,3,0.3,2,0.4,0,0,0,8908.02
29.794743,-95.16897,235900,3,2,1529,77015,1,0,1,0,1968,1,2,991,3,4.0,3,4.0,3,6.0,0,-3100,28,7727.544
29.862682,-95.3147,324999,4,3,3117,77016,1,0,1,0,1977,1,1,1365,3,0.9,4,1.5,2,3.2,1,189999,314,11748.132
29.811422,-95.53905,435000,4,2,2067,77080,1,1,1,0,1968,1,3,1827,6,0.3,3,0.4,2,0.5,0,-14000,40,8799.12
29.697992,-95.580894,269000,4,2,1590,77072,1,0,1,0,1968,1,2,1130,5,0.8,4,2.2,3,1.5,0,0,9874,6599.34
29.56078,-95.13293,267500,4,3,3056,77062,1,0,1,0,1968,1,0,1124,6,0.2,5,0.5,6,2.1,0,0,61,9378.468
29.559746,-95.13444,274500,4,2,1796,77062,1,0,1,0,1968,1,2,1153,6,0.3,5,0.6,6,2.2,1,150190,4516,7440.048
29.595024,-95.22927,279000,4,2,2639,77089,1,0,1,0,1965,1,2,1172,6,1.4,6,0.9,5,0.7,0,-40000,40,7775.46
30.018812,-95.4596,359500,3,3,3358,77090,0,0,1,0,1968,1,2,1510,6,0.2,3,2.8,2,1.1,0,-10000,282,16474.392
30.021383,-95.45843,256900,4,3,2734,77090,1,0,1,0,1970,2,2,1079,6,0.4,3,2.9,2,1.1,1,121900,4926,8738.136
30.004765,-95.42979,259000,4,2,1875,77090,1,1,1,0,1969,1,2,1088,3,4.0,3,4.0,3,6.0,0,0,0,7148.196
30.00512,-95.43278,249000,3,2,1787,77090,1,0,1,0,1969,1,1,1046,3,4.0,3,4.0,3,6.0,1,247905,4389,6821.496
30.02938,-95.40983,284000,4,3,2379,77073,1,0,1,0,1968,1,2,1193,3,4.0,3,4.0,3,6.0,0,-26000,70,11621.808
30.029243,-95.410034,270000,3,3,2273,77073,1,0,1,0,1968,1,2,1134,3,4.0,3,4.0,3,6.0,0,0,0,11347.38
30.032875,-95.4151,315000,4,3,2351,77073,1,0,1,0,1969,1,1,1323,3,4.0,3,4.0,3,6.0,1,135100,3083,11051.172
29.737303,-95.6327,279999,4,2,1776,77077,1,0,1,0,1972,1,2,1176,6,1.5,7,1.5,5,1.2,0,-49001,233,7261.452
29.749552,-95.60042,350000,4,3,2122,77077,1,0,1,0,1970,2,2,1470,3,0.3,7,2.0,5,2.4,0,-71000,160,7919.208
29.691093,-95.58507,229500,4,2,1406,77072,0,0,1,0,1970,1,0,964,4,0.1,4,2.0,3,1.6,1,1750,92,6050.484
29.887716,-95.42981,229999,3,2,1606,77088,1,0,1,0,1968,1,2,966,3,4.0,3,4.0,3,6.0,0,-1,73,7997.616
29.852928,-95.26951,209900,3,2,1380,77078,1,0,1,0,1970,1,1,882,2,0.9,4,1.5,2,1.1,0,0,0,8568.252
29.791967,-95.163925,259900,4,3,2370,77015,1,0,1,0,1976,1,2,1092,3,4.0,3,4.0,3,6.0,1,169900,3785,8398.368
29.793997,-95.16696,270000,3,2,1537,77015,1,0,1,0,1970,1,3,1134,3,4.0,3,4.0,3,6.0,0,0,0,7409.556
29.690615,-95.57717,270000,5,2,2314,77072,1,0,1,0,1972,1,2,1134,5,0.8,4,2.5,3,2.0,1,195100,2954,6821.496
29.689817,-95.57934,245000,4,2,1752,77072,1,0,1,0,1970,1,2,1029,5,1.0,4,2.3,3,1.9,0,0,0,6599.34
29.984348,-95.51014,349500,4,3,2862,77069,1,0,1,0,1971,2,1,1468,5,0.7,6,4.6,5,3.7,1,189500,3644,12797.928
29.984934,-95.512695,410816,5,3,3136,77069,1,1,1,0,1971,2,2,1725,5,0.6,6,4.5,5,3.5,1,217744,4267,9151.956
29.824457,-95.550934,559900,3,2,2166,77043,1,0,1,0,1970,1,2,2352,4,0.3,3,0.8,2,0.9,1,180000,202,8141.364
29.651497,-95.57128,255750,3,2,1761,77099,1,0,1,0,1969,1,2,1074,4,2.5,6,2.4,3,4.1,0,-18750,11,7479.252
29.928026,-95.398384,230000,4,2,1926,77060,1,0,1,0,1970,1,2,966,3,4.0,3,4.0,3,6.0,0,-10000,40,7261.452
29.875206,-95.468994,269000,3,4,2098,77088,1,0,1,0,1969,1,2,1130,3,4.0,3,4.0,3,6.0,1,70000,845,10075.428
29.58972,-95.22636,274500,4,3,1893,77089,1,0,1,0,1971,1,2,1153,6,1.5,6,0.8,5,1.1,0,-10500,5996,7379.064
29.593102,-95.23078,230000,3,2,1514,77089,1,0,1,0,1966,1,2,966,6,1.3,6,1.0,5,0.9,0,0,147,7261.452
29.59133,-95.229485,270000,4,2,1969,77089,1,0,1,0,1966,2,2,1134,6,1.3,6,0.9,5,1.0,1,200000,3140,7209.18
29.793694,-95.1791,235000,3,2,1869,77015,1,0,1,0,1970,1,2,987,3,4.0,3,4.0,3,6.0,0,0,8297,8637.948
29.811516,-95.53326,399000,4,2,1859,77080,1,0,1,0,1970,1,1,1676,3,0.6,3,0.3,2,0.4,1,190000,3401,7701.408
30.020617,-95.46046,270000,4,3,2966,77090,1,0,1,0,1969,2,2,1134,6,0.3,3,2.8,2,1.2,0,-30000,56,9243.432
29.748095,-95.603966,360000,4,2,1806,77077,1,0,1,0,1970,1,2,1512,3,0.4,7,1.8,5,2.2,0,0,9462,8398.368
29.75171,-95.599915,387900,3,2,1940,77077,1,0,1,0,1970,1,2,1629,3,0.3,7,2.0,5,2.4,1,62900,5419,9448.164
29.751007,-95.60151,362000,4,4,2404,77077,1,0,1,0,1971,2,2,1575,3,0.4,7,1.9,5,2.3,1,76000,3048,10798.524
30.033794,-95.415436,305000,4,3,2467,77073,1,0,1,0,1970,2,2,1281,3,4.0,3,4.0,3,6.0,0,-10000,84,8319.96
30.03491,-95.41363,260000,3,2,1876,77073,1,0,1,0,1969,1,3,1092,3,4.0,3,4.0,3,6.0,1,137000,3616,11700.216
30.034315,-95.41283,274000,4,3,2626,77073,1,0,1,0,1970,2,1,1151,3,4.0,3,4.0,3,6.0,1,169100,4915,11051.172
29.589853,-95.19375,219000,5,2,2586,77089,0,0,1,0,1971,1,0,920,7,1.3,6,1.4,5,2.3,1,217400,12403,8799.12
29.97282,-95.57968,320000,3,3,2200,77070,1,0,1,0,1970,2,2,1344,4,1.0,6,0.6,5,1.0,1,180100,1777,12000.78
29.971899,-95.58423,316000,5,4,3180,77070,1,0,1,0,1970,2,3,1327,4,1.2,6,0.6,5,1.2,1,143500,5044,8999.496
29.7421,-95.570465,499900,4,3,2720,77042,1,0,1,0,1970,2,2,2100,4,0.5,3,0.7,5,4.3,1,104900,419,9443.808
29.939245,-95.61023,315000,4,2,1984,77065,1,0,1,0,1974,1,2,1323,5,0.2,8,2.5,7,2.7,1,100000,12512,10149.48
29.939795,-95.61128,275000,3,2,1423,77065,1,0,1,0,1972,1,2,1155,5,0.2,8,2.5,7,2.7,1,102500,2078,10950.984
29.577545,-95.126396,320000,4,3,2220,77062,1,1,1,0,1972,2,1,1344,5,0.7,5,0.7,6,1.3,1,95100,2591,8437.572
29.658257,-95.57871,229800,3,2,1544,77099,1,0,1,0,1970,1,2,965,4,1.8,6,1.8,3,3.6,0,-4700,89,7623.0
29.756144,-95.56882,679000,4,5,3144,77042,1,1,1,0,1972,2,2,2852,4,0.6,3,0.7,5,4.3,1,400000,5620,9761.796
29.632301,-95.350624,230000,3,2,1374,77048,1,0,1,0,1971,1,1,966,4,1.2,2,1.2,3,1.8,1,55000,9201,5588.748
30.000525,-95.51721,399900,3,3,2875,77069,1,0,1,0,1972,1,2,1680,4,0.8,6,1.2,6,1.2,0,0,0,18900.684
29.8763,-95.47417,495000,4,4,2750,77088,1,0,1,0,1971,2,1,2079,3,4.0,3,4.0,3,6.0,0,-4000,18,11656.656
29.87792,-95.464935,279999,4,3,2565,77088,1,0,1,0,1972,1,2,1176,3,4.0,3,4.0,3,6.0,1,194999,4616,7919.208
29.810072,-95.53247,425000,4,3,2169,77080,1,0,1,0,1971,1,1,1785,3,0.7,3,0.2,2,0.4,0,0,0,8511.624
29.777029,-95.61369,700000,5,4,3177,77079,1,1,1,0,1971,2,2,2940,7,0.6,5,1.1,5,0.6,0,-20000,35,9545.0
29.977013,-95.51735,319900,3,3,2756,77066,1,0,1,0,1970,2,6,1344,5,0.7,6,4.1,5,3.1,1,109900,2380,11878.812
29.974018,-95.51575,309000,5,5,3008,77066,1,0,1,0,1970,2,1,1298,4,0.9,4,1.0,2,1.1,1,127000,2878,9988.308
29.825014,-95.53257,319900,3,2,1712,77080,1,0,1,0,1970,1,2,1344,4,1.1,5,0.2,2,0.5,0,-20100,64,7318.08
30.008768,-95.22394,589000,5,5,5252,77338,1,0,1,0,1976,2,3,2474,5,3.1,4,2.2,2,2.2,0,-50000,6137,40676.328
29.880495,-95.49793,329900,4,2,2522,77040,1,1,1,0,1971,1,1,1386,3,4.0,3,4.0,3,6.0,0,0,10082,8250.264
29.678484,-95.56542,230000,3,2,1706,77099,1,0,1,0,1972,1,2,966,4,1.2,5,0.7,3,3.0,1,95000,1654,7061.076
29.915041,-95.43665,224900,4,3,1530,77038,0,0,1,0,1970,1,2,945,3,4.0,3,4.0,3,6.0,0,-15000,86,7919.208
29.919453,-95.442154,339999,5,4,3231,77038,0,0,1,0,1974,1,0,1428,3,4.0,3,4.0,3,6.0,1,180999,1850,6446.88
29.995705,-95.4913,297500,4,3,2544,77068,1,1,1,0,1973,2,1,1250,4,0.3,3,0.5,2,2.9,1,148500,3199,11347.38
29.808226,-95.5755,899000,3,3,2628,77043,1,1,1,0,1977,1,2,3776,4,0.7,3,1.4,2,1.8,0,0,0,118914.444
29.556019,-95.12992,307000,4,2,1854,77062,1,0,1,0,1972,1,2,1289,6,0.2,5,0.8,6,2.2,1,88000,178,7440.048
29.555777,-95.13045,250000,3,2,1676,77062,1,0,1,0,1972,1,2,1050,6,0.3,5,0.8,6,2.2,1,195000,3048,7078.5
29.590813,-95.230934,274900,4,3,2392,77089,1,0,1,0,1970,2,2,1155,6,1.2,6,1.0,5,1.0,1,124900,2711,11016.324
29.590183,-95.23158,315000,4,2,2338,77089,1,0,1,0,1970,2,2,1323,6,1.2,6,1.1,5,1.1,1,116000,107,7305.012
29.588331,-95.22951,264900,4,2,2284,77089,1,0,1,0,1971,2,2,1113,6,1.2,6,1.0,5,1.2,0,-23000,44,7413.912
29.586416,-95.22773,284900,4,2,2129,77089,1,0,1,0,1971,1,2,1197,6,1.3,6,1.0,5,1.3,1,45400,204,7344.216
29.755156,-95.45289,798000,4,4,3530,77027,1,1,1,0,1973,2,3,3352,7,1.7,9,3.1,5,1.9,1,348000,3792,2922.876
29.974438,-95.58414,425900,4,3,3545,77070,1,1,1,0,1971,2,2,1789,4,1.3,6,0.8,5,1.3,1,211000,4431,10624.284
29.974945,-95.58464,339000,4,3,2820,77070,1,0,1,0,1971,2,2,1424,4,1.3,6,0.8,5,1.3,1,120000,1492,9679.032
30.04568,-95.22338,329900,4,3,2973,77339,1,0,1,0,1972,2,2,1386,4,0.2,6,0.9,5,1.8,1,100400,3237,10680.912
29.876225,-95.502304,210000,3,2,1414,77040,1,0,1,0,1971,1,1,882,3,4.0,3,4.0,3,6.0,1,54011,4656,6516.576
29.986782,-95.51281,359900,5,4,3048,77069,1,0,1,0,1972,2,2,1512,5,0.5,6,4.5,5,3.6,1,191901,4311,12000.0
30.025747,-95.45265,396000,4,3,3426,77090,1,0,1,0,1971,2,1,1663,3,4.0,3,4.0,3,6.0,1,166000,2292,9879.408
30.02411,-95.452576,325000,5,5,3594,77090,1,0,1,0,1971,2,2,1365,3,4.0,3,4.0,3,6.0,0,0,26,16047.504
30.025137,-95.4545,325000,4,3,2898,77090,1,0,1,0,1971,2,2,1365,3,4.0,3,4.0,3,6.0,1,225100,4285,10088.496
29.755306,-95.569595,580000,4,3,2738,77042,1,1,1,0,1972,1,2,2436,4,0.6,3,0.7,5,4.3,1,81000,1213,11539.044
29.821468,-95.55183,399900,4,3,2531,77043,1,0,1,0,1971,1,2,1680,4,0.2,3,0.6,2,0.7,0,-40100,85,8637.948
29.821888,-95.5523,529990,4,3,2112,77043,1,0,1,0,1972,2,1,2226,4,0.2,3,0.6,2,0.7,0,0,0,8816.544
29.823257,-95.553505,599900,4,3,2408,77043,1,0,1,0,1971,2,2,2520,4,0.3,3,0.7,2,0.9,0,0,0,7701.408
29.712223,-95.61274,255000,3,2,1369,77072,1,0,1,0,1973,1,2,1071,6,1.8,6,1.3,3,0.7,0,0,0,11682.792
29.711948,-95.61043,280000,4,2,1173,77072,1,0,1,0,1972,1,2,1176,6,1.7,6,1.4,3,0.5,1,161100,990,7261.452
29.746788,-95.55286,515000,4,3,2562,77042,0,1,1,0,1973,1,0,2163,4,0.7,3,0.5,5,5.4,1,115100,4317,9718.236
29.742113,-95.55304,575000,3,3,3064,77042,1,0,1,0,1973,2,2,2520,4,0.8,3,0.6,5,5.4,0,0,0,9992.664
29.945223,-95.62166,775000,4,2,2444,77065,1,0,1,0,1976,1,4,3255,5,0.6,8,1.9,7,2.0,0,0,0,171626.4
29.65351,-95.540855,447000,4,3,2402,77031,1,1,1,0,1972,2,1,1877,6,0.8,5,0.7,2,3.7,0,0,0,9557.064
29.883968,-95.4786,310000,4,3,2936,77088,1,1,1,0,1977,2,2,1302,3,4.0,3,4.0,3,6.0,1,131000,2668,9099.684
29.659979,-95.54435,250000,3,2,1817,77031,1,0,1,0,1972,1,2,1050,4,1.2,5,1.1,2,2.4,1,87000,2277,7148.196
29.662321,-95.54173,315000,4,2,2419,77031,1,0,1,0,1972,2,1,1323,4,1.0,5,1.0,2,2.2,0,0,0,7700.0
29.662342,-95.54025,285000,3,2,1752,77031,1,0,1,0,1972,1,2,1197,4,0.9,5,0.9,2,2.1,0,-20000,58,7148.196
29.658823,-95.53825,266000,3,2,1980,77031,1,0,1,0,1972,1,1,1117,4,0.8,5,0.7,2,2.2,0,0,0,7801.596
29.65936,-95.53826,235000,3,2,1706,77031,1,0,1,0,1972,1,2,987,4,0.8,5,0.7,2,2.1,0,-15000,13,8398.368
29.98239,-95.57606,355000,4,2,2218,77070,1,0,1,0,1973,1,2,1491,6,1.3,9,2.7,5,1.2,0,-11000,30,17001.468
30.030605,-95.46308,350000,5,3,2732,77090,1,1,1,0,1972,2,2,1470,6,1.0,3,3.0,2,1.8,0,-25000,58,8999.496
29.987179,-95.504974,219000,3,4,2172,77069,1,0,1,0,1983,2,1,920,4,2.0,6,2.4,6,2.3,0,0,212,4617.0
29.988686,-95.503265,250000,3,2,1714,77069,1,0,1,0,1973,2,2,1050,4,1.9,6,2.3,6,2.3,0,-25000,41,3717.0
30.014254,-95.461,317000,4,3,2988,77090,1,1,1,0,1973,2,1,1331,6,0.2,3,2.6,2,1.0,1,197100,4123,8969.004
30.01682,-95.46191,285000,4,3,2946,77090,1,0,1,0,1973,2,2,1197,6,0.2,3,2.6,2,1.1,0,0,0,12545.28
30.001036,-95.49199,290000,4,3,2988,77068,1,0,1,0,1973,2,2,1218,4,0.3,3,0.5,2,2.9,1,116000,3086,9600.624
29.999733,-95.491516,240000,4,3,2378,77068,1,0,1,0,1973,2,2,1008,4,0.3,3,0.5,2,2.8,1,95000,3195,9121.464
29.97939,-95.57869,375000,4,3,2779,77070,1,1,1,0,1974,2,2,1575,6,1.1,9,2.5,5,1.2,1,91000,8204,9600.624
29.979288,-95.58043,469000,5,4,3428,77070,1,1,1,0,1972,2,3,1970,6,1.0,9,2.4,5,1.3,0,-81000,155,10123.344
29.980347,-95.582306,297000,4,3,2708,77070,1,0,1,0,1973,2,2,1247,6,0.9,9,2.3,5,1.4,1,68000,1540,10001.376
29.664564,-95.49838,419995,4,3,3285,77096,1,0,1,0,1972,2,2,1764,5,0.4,3,0.8,2,1.4,0,-15005,32,8698.932
29.66036,-95.50067,299000,3,3,2503,77096,1,0,1,0,1973,1,2,1256,5,0.1,3,1.0,2,1.4,1,144000,7126,7631.712
29.659557,-95.49968,280000,3,2,2232,77096,1,0,1,0,1973,1,2,1176,5,0.0,3,1.0,2,1.3,0,-15000,40,8725.068
29.662878,-95.49787,375000,5,5,2703,77096,1,0,1,0,1978,2,1,1575,5,0.3,3,0.9,2,1.3,1,270100,4574,8398.368
29.75265,-95.555786,599000,4,2,2386,77042,1,1,1,0,1973,1,2,2516,4,0.6,3,0.4,5,5.1,0,-16000,58,10201.752
29.921207,-95.5051,224900,4,2,1609,77086,1,0,1,0,1971,1,2,945,4,0.6,4,2.9,2,2.8,1,97100,2075,6625.476
29.672354,-95.5989,269000,4,2,1796,77099,1,0,1,0,1970,1,2,1130,4,0.3,6,0.3,3,2.4,0,0,23,7426.98
29.869516,-95.50151,256990,4,2,1298,77040,1,0,1,0,1972,1,2,1079,6,0.8,5,1.9,4,3.5,0,0,0,6899.904
29.89424,-95.537254,375000,4,3,2827,77040,1,0,1,0,1971,1,2,1575,5,0.7,5,2.5,4,1.4,0,0,0,9970.884
29.854502,-95.25289,215000,4,2,1544,77078,0,0,1,0,1981,1,0,903,2,1.4,4,2.6,2,1.1,1,116000,144,5998.212
29.97261,-95.51482,289900,4,3,2630,77066,1,1,1,0,1971,2,2,1218,4,0.8,4,1.0,2,1.0,1,288050,2323,10079.784
29.977129,-95.501396,445000,6,4,3296,77066,1,1,1,0,1972,2,2,1869,4,0.5,4,0.6,2,0.7,0,-40000,27,9361.044
29.97594,-95.5018,310000,4,5,2626,77066,1,0,1,0,1973,2,3,1302,4,0.4,4,0.6,2,0.6,1,40000,573,10646.064
29.972252,-95.506775,369900,4,3,2602,77066,1,1,1,0,1975,2,2,1554,4,0.3,4,0.5,2,0.6,1,150900,151,9361.044
29.975178,-95.50398,389000,4,4,3622,77066,1,0,1,0,1977,2,3,1634,4,0.3,4,0.6,2,0.6,1,149100,4582,14148.288
29.974327,-95.50546,481000,5,5,4872,77066,1,0,1,0,1978,2,2,2020,4,0.3,4,0.6,2,0.6,0,-5000,8699,9753.084
29.797247,-95.17357,234900,3,2,1466,77015,1,0,1,0,1973,1,2,987,3,4.0,3,4.0,3,6.0,1,169900,7610,8794.764
29.798315,-95.16785,244900,4,2,2088,77015,1,0,1,0,1970,2,2,1029,3,4.0,3,4.0,3,6.0,1,39900,189,7169.976
29.853477,-95.2815,225000,4,2,1815,77078,1,0,1,0,1978,1,2,945,2,1.2,4,0.8,2,1.5,1,135000,6480,6181.164
29.854776,-95.280556,273000,3,2,1358,77078,1,0,1,0,1998,1,2,1147,2,1.3,4,0.9,2,1.4,1,271900,5357,6120.18
30.00181,-95.43942,259000,3,2,1600,77090,1,0,1,0,1973,1,2,1088,3,4.0,3,4.0,3,6.0,0,0,0,7701.408
30.004133,-95.43861,219900,4,2,1881,77090,1,0,1,0,1973,1,2,924,3,4.0,3,4.0,3,6.0,1,110000,3424,6930.396
29.879667,-95.50282,232000,3,3,1436,77040,0,0,1,0,1972,1,0,974,3,4.0,3,4.0,3,6.0,0,-25000,44,6298.776
30.032597,-95.45757,270000,4,3,2336,77090,1,0,1,0,1973,2,2,1134,3,4.0,3,4.0,3,6.0,1,131000,4400,9962.172
30.028694,-95.45662,350000,4,3,3065,77090,1,1,1,0,1972,2,2,1470,3,4.0,3,4.0,3,6.0,1,215100,4076,10985.832
29.68204,-95.600945,291000,3,2,1642,77099,1,0,1,0,1974,1,2,1222,4,0.4,6,0.6,3,1.8,1,48000,362,7261.452
29.683609,-95.603294,259990,4,2,1885,77099,1,0,1,0,1974,1,1,1092,4,0.5,6,0.6,3,1.7,1,134990,3581,10598.148
29.682842,-95.59721,288000,3,2,1642,77099,1,0,1,0,1974,1,2,1210,4,0.6,6,0.7,3,1.7,1,116000,1745,7148.196
29.68284,-95.59742,293000,4,2,1896,77099,1,0,1,0,1974,1,1,1231,4,0.6,6,0.7,3,1.7,1,291600,9311,7148.196
29.682838,-95.59783,290000,3,2,1642,77099,1,0,1,0,1974,1,0,1218,4,0.5,6,0.7,3,1.7,1,51000,403,7148.196
29.645597,-95.547226,259999,3,2,1921,77031,1,1,1,0,1972,1,2,1092,6,0.2,5,1.2,2,4.1,1,135999,4865,8084.736
29.768715,-95.61034,540000,3,3,2697,77079,1,0,1,0,1973,1,1,2268,7,0.1,5,0.9,5,0.5,1,145000,2490,8293.824
30.028423,-95.115616,315000,3,3,2067,77336,1,0,1,0,1977,2,2,1323,4,0.3,4,3.6,6,3.6,0,-10000,18,16051.86
30.028112,-95.11526,230000,3,2,1725,77336,1,1,1,0,1977,1,2,966,4,0.2,4,3.6,6,3.6,1,105000,312,11700.216
29.586903,-95.23251,289999,4,2,2158,77089,1,0,1,0,1972,2,2,1218,6,1.0,6,1.2,5,1.3,0,-30000,11409,7832.088
29.749817,-95.58516,324000,3,2,2363,77077,1,1,1,0,1980,1,2,1361,4,0.5,3,1.5,5,3.3,0,-26000,8966,8150.076
29.737263,-95.637085,335000,4,3,2484,77077,1,0,1,0,1973,2,1,1407,6,1.7,7,1.6,5,1.1,1,168182,1233,7426.98
29.743288,-95.63737,342900,4,3,2549,77077,1,1,1,0,1973,2,2,1440,6,1.5,7,1.2,5,0.7,0,-42000,157,9104.04
29.74023,-95.636955,335000,4,3,2084,77077,1,0,1,0,1973,2,1,1407,6,1.6,7,1.4,5,0.9,0,0,0,7910.496
30.025143,-95.44564,286399,4,3,2425,77090,1,0,1,0,1974,1,2,1203,3,4.0,3,4.0,3,6.0,1,206499,3720,9748.728
30.028118,-95.44781,285000,4,3,3170,77090,1,0,1,0,1973,2,2,1197,3,4.0,3,4.0,3,6.0,1,185010,3603,9374.112
29.990744,-95.515366,340000,4,3,2501,77069,1,1,1,0,1973,2,2,1428,5,0.4,6,4.4,5,3.5,0,-49500,92,10798.524
29.991161,-95.51566,385000,4,3,2789,77069,1,1,1,0,1973,2,2,1617,5,0.4,6,4.4,5,3.5,1,196000,4190,10798.524
29.588005,-95.19418,230000,3,2,1104,77089,1,0,1,0,1976,1,1,966,7,1.5,6,1.4,5,2.3,0,0,0,7039.296
29.749804,-95.59427,499900,4,3,3148,77077,1,1,1,0,1973,1,2,2100,3,0.3,7,2.3,5,2.8,1,900,2444,8912.376
29.749018,-95.59384,384000,4,2,2114,77077,1,0,1,0,1972,1,2,1613,3,0.3,7,2.4,5,2.8,0,-41000,188,8847.036
29.745228,-95.59606,324900,4,2,2100,77077,1,0,1,0,1973,1,1,1365,3,0.1,7,2.3,5,2.7,0,0,91,8398.368
29.775782,-95.640045,592000,6,5,4094,77079,1,1,1,0,1974,2,2,2486,5,0.3,7,6.1,7,5.7,0,0,5849,7000.092
29.777454,-95.63561,634000,4,4,2975,77079,1,0,1,0,1975,2,2,2663,5,0.5,7,6.4,7,6.0,0,-16000,21,6799.716
29.923983,-95.50756,239000,3,2,1639,77086,1,0,1,0,1972,1,2,1004,4,0.8,4,3.1,2,2.7,1,179100,4672,6298.776
29.757296,-95.57801,599900,4,4,3397,77077,1,1,1,0,1976,2,2,2520,4,0.3,3,1.2,5,3.8,0,-35100,3005,12000.78
29.756205,-95.5774,499000,4,3,3362,77077,1,0,1,0,1976,2,2,2096,4,0.3,3,1.1,5,3.8,0,-26000,49,11299.464
29.7417,-95.589035,324900,3,2,1793,77077,1,0,1,0,1976,1,2,1365,3,0.6,7,2.8,5,3.2,0,-35000,65,6820.0
29.874832,-95.505264,275000,3,2,1426,77040,0,0,1,0,1973,1,0,1155,3,4.0,3,4.0,3,6.0,0,-20000,66,6599.34
29.875975,-95.50564,224999,4,2,1315,77040,1,1,1,0,1973,1,3,945,3,4.0,3,4.0,3,6.0,1,130299,4828,6821.496
29.591814,-95.10509,265000,4,4,2372,77059,1,1,1,0,1975,2,2,1113,6,0.6,5,2.2,6,0.6,1,90100,3913,8624.88
29.586905,-95.10565,399900,4,4,3033,77059,1,1,1,0,1977,2,2,1680,6,0.7,5,1.9,6,0.3,1,145000,4966,10349.856
30.002089,-95.49483,254900,4,3,2468,77068,1,0,1,0,1974,2,1,1071,4,0.3,3,0.3,2,3.0,0,0,0,13865.148
30.002596,-95.49559,438000,5,3,3353,77068,1,1,1,0,1976,2,2,1840,4,0.3,3,0.3,2,3.1,1,256000,5513,9901.188
29.945065,-95.61657,295000,4,2,2184,77065,1,0,1,0,1975,1,1,1239,5,0.4,8,2.2,7,2.3,0,0,0,10001.376
29.944311,-95.60617,319900,3,2,1820,77065,1,0,1,0,1977,1,2,1344,5,0.6,8,2.8,7,3.0,0,0,0,12000.78
29.942648,-95.60645,259900,3,2,1856,77065,1,0,1,0,1977,1,2,1092,5,0.5,8,2.8,7,3.0,1,135000,4737,10798.524
29.940912,-95.6075,274900,3,2,1978,77065,1,0,1,0,1978,1,2,1155,5,0.4,8,2.7,7,2.9,1,146400,4485,11874.456
29.943771,-95.60943,276000,3,2,1820,77065,1,0,1,0,1977,1,2,1159,5,0.4,8,2.6,7,2.8,0,-14000,106,9840.204
29.947786,-95.56846,285000,4,3,2198,77070,1,0,1,0,1977,1,2,1197,6,2.1,6,1.2,5,1.1,0,-29900,81,8049.888
29.949472,-95.57304,279995,3,3,2145,77070,1,0,1,0,1976,1,2,1176,6,1.9,6,1.0,5,1.1,1,140095,1955,8049.888
29.878994,-95.47113,250000,4,3,2068,77088,1,1,1,0,1975,1,2,1050,3,4.0,3,4.0,3,6.0,0,0,5791,10345.5
29.654484,-95.53767,220000,3,2,1472,77031,1,0,1,0,1977,2,2,924,6,1.0,5,0.5,2,3.5,1,95000,3292,3258.288
29.980778,-95.59976,379900,4,3,2376,77070,1,0,1,0,1974,2,2,1596,6,0.3,9,1.3,5,2.3,1,225000,3637,10201.752
29.983656,-95.59152,405000,4,3,3234,77070,1,1,1,0,1975,2,1,1701,6,0.4,9,1.7,5,2.0,0,-20000,55,10558.944
29.66598,-95.60059,259000,3,2,2054,77099,1,0,1,0,1975,1,2,1088,4,0.6,6,0.5,3,2.8,1,150500,4652,7474.896
30.047802,-95.206825,559000,5,4,3136,77339,1,0,1,0,1975,2,3,2348,7,0.6,6,0.6,5,1.6,1,129010,1688,31459.032
30.047934,-95.20935,849999,4,4,3930,77339,1,1,1,0,1977,2,2,3570,7,0.7,6,0.5,5,1.6,1,500099,7828,37675.044
30.046017,-95.22048,394990,4,3,3147,77339,1,0,1,0,1973,2,2,1659,4,0.3,6,0.8,5,1.7,1,211990,3329,10920.492
