Lat,Lng,Price,Bedrooms,Bathrooms,constructedArea,zipCode,CountyId,taxRate,hasGarage,hasPool,hasCooling,hasView,yearBuilt,stories,parkingSpaces,schoolElemRating,schoolElemDist,schoolMidRating,schoolMidDist,schoolHighRating,schoolHighDist,priceIncreased,priceDiff,days,lotAreaSQFT,avgSchoolRating,avgSchoolDist
29.73165,-95.52274,240000,2.0,1,1260.0,77063,1090,2.29,0,0,1,0,1954.0,1.0,0,4.0,0.8,3,2.6,2,1.4,1,130100,3843,5401.44,3.0,1.6000000000000003
29.73269,-95.52308,342990,3.0,2,1604.0,77063,1090,2.29,0,0,1,0,1948.0,1.0,0,4.0,0.8,3,2.6,2,1.5,1,187990,406,5401.44,3.0,1.6333333333333335
29.830492,-95.327934,265000,3.0,2,1720.0,77016,1090,2.29,0,0,1,0,1952.0,1.0,0,3.0,0.7,3,1.2,3,0.9,1,30000,270,8250.264,3.0,0.9333333333333332
29.673044,-95.34077,299000,3.0,3,1937.0,77033,1090,2.29,1,0,1,0,2022.0,2.0,2,4.0,0.8,3,1.4,3,1.9,0,0,2613,6899.904,3.3333333333333335,1.3666666666666665
29.808004,-95.49467,350000,3.0,1,1372.0,77055,1090,2.29,1,0,1,0,1950.0,1.0,1,999.0,999.0,999,999.0,999,999.0,0,0,0,10798.524,999.0,999.0
29.806133,-95.49328,879000,4.0,4,3596.0,77055,1090,2.29,1,0,1,0,2022.0,2.0,2,999.0,999.0,999,999.0,999,999.0,0,-70000,33,7993.26,999.0,999.0
29.808004,-95.493454,595000,3.0,3,2440.0,77055,1090,2.29,1,0,1,0,2014.0,1.0,2,999.0,999.0,999,999.0,999,999.0,1,515100,3150,8016.0,999.0,999.0
29.804197,-95.497665,889000,4.0,4,3760.0,77055,1090,2.29,1,0,1,0,2022.0,2.0,3,999.0,999.0,999,999.0,999,999.0,0,-100000,69,7200.468,999.0,999.0
29.808512,-95.496445,360000,3.0,2,1574.0,77055,1090,2.29,0,0,1,0,1952.0,1.0,2,999.0,999.0,999,999.0,999,999.0,0,-39900,87,6599.34,999.0,999.0
29.802341,-95.49977,435000,3.0,2,2125.0,77055,1090,2.29,0,0,1,0,1952.0,1.0,0,999.0,999.0,999,999.0,999,999.0,0,0,0,8786.052,999.0,999.0
29.79887,-95.48043,889000,4.0,5,3472.0,77055,1090,2.29,1,0,1,0,1993.3090176773328,2.0,0,999.0,999.0,999,999.0,999,999.0,1,470000,2779,3937.0,999.0,999.0
29.73763,-95.32483,350000,3.0,1,1191.0,77023,1090,2.29,1,0,1,0,1950.0,1.0,1,4.0,0.6,4,0.2,2,0.6,0,-9000,23,5179.284,3.3333333333333335,0.4666666666666666
29.808441,-95.37221,325000,3.0,1,1072.0,77009,1090,2.29,1,0,1,0,1954.0,1.0,1,6.0,0.2,5,1.9,2,1.8,1,220000,3347,5871.888,4.333333333333333,1.3
29.866007,-95.37827,269850,4.0,1,1643.0,77076,1090,2.29,0,0,1,0,1956.0,1.0,1,5.0,0.3,3,0.7,1,1.6,1,219950,3998,7458.0,3.0,0.8666666666666667
29.79879,-95.48831,695000,5.0,3,2344.0,77055,1090,2.29,0,0,1,0,1957.0,1.0,2,999.0,999.0,999,999.0,999,999.0,0,0,12324,9291.348,999.0,999.0
29.795141,-95.48829,573000,4.0,3,2562.0,77055,1090,2.29,0,0,1,0,1957.0,1.0,0,999.0,999.0,999,999.0,999,999.0,1,571150,2467,9239.076,999.0,999.0
29.733894,-95.47098,875000,4.0,5,3710.0,77056,1090,2.29,1,1,1,0,1999.0,2.0,2,7.0,0.2,7,1.0,2,1.8,0,-175000,169,6599.34,5.333333333333333,1.0
29.73231,-95.46948,649999,5.0,4,3616.0,77056,1090,2.29,1,0,1,0,2002.0,3.0,2,7.0,0.3,7,1.1,2,1.9,0,0,0,3301.848,5.333333333333333,1.0999999999999999
29.69983,-95.36213,287500,2.0,2,1159.0,77021,1090,2.29,0,0,1,0,1940.0,1.0,0,4.0,0.4,3,0.5,2,1.5,1,112500,239,7004.448,3.0,0.7999999999999999
29.698006,-95.36433,275000,3.0,2,2734.0,77021,1090,2.29,0,0,1,0,1945.0,1.0,0,4.0,0.5,3,0.4,2,1.6,0,-24990,302,8681.508,3.0,0.8333333333333334
29.693819,-95.33767,259000,3.0,2,1316.0,77021,1090,2.29,0,0,1,0,1953.0,1.0,0,3.0,0.3,3,1.6,2,2.1,1,129100,243,6690.816,2.6666666666666665,1.3333333333333333
29.693583,-95.33795,275000,4.0,2,1576.0,77021,1090,2.29,0,0,1,0,1953.0,1.0,0,3.0,0.3,3,1.6,2,2.1,0,0,0,6599.34,2.6666666666666665,1.3333333333333333
29.689278,-95.34289,295000,4.0,2,1509.0,77021,1090,2.29,0,0,1,0,1950.0,1.0,0,3.0,0.3,3,1.3,2,2.2,1,260500,2905,5789.124,2.6666666666666665,1.2666666666666668
29.688824,-95.34098,204900,3.0,2,1293.0,77021,1090,2.29,0,0,1,0,1950.0,1.0,0,3.0,0.4,3,1.4,2,2.3,1,35000,1588,6973.956,2.6666666666666665,1.3666666666666665
29.69044,-95.343254,249999,4.0,2,1402.0,77021,1090,2.29,0,0,1,0,1952.0,1.0,0,3.0,0.2,3,1.3,2,2.1,1,210009,1795,6599.34,2.6666666666666665,1.2
29.693777,-95.34485,245900,3.0,2,1606.0,77021,1090,2.29,0,0,1,0,1950.0,1.0,0,3.0,0.1,3,1.2,2,1.9,1,53900,979,6712.596,2.6666666666666665,1.0666666666666667
29.801455,-95.47083,340000,3.0,2,1039.0,77055,1090,2.29,0,0,1,0,1950.0,1.0,2,999.0,999.0,999,999.0,999,999.0,0,0,10898,7200.468,999.0,999.0
29.801453,-95.47471,419900,3.0,2,1614.0,77055,1090,2.29,1,0,1,0,1951.0,1.0,2,999.0,999.0,999,999.0,999,999.0,1,418250,4606,7200.468,999.0,999.0
29.80228,-95.47661,874900,4.0,4,2877.0,77055,1090,2.29,1,0,1,0,2022.0,2.0,2,999.0,999.0,999,999.0,999,999.0,1,724900,1144,6600.0,999.0,999.0
29.800135,-95.47338,480000,3.0,2,1350.0,77055,1090,2.29,0,0,1,0,1952.0,1.0,2,999.0,999.0,999,999.0,999,999.0,1,230000,911,7200.468,999.0,999.0
29.799444,-95.47562,445000,3.0,3,1775.0,77055,1090,2.29,0,0,1,0,1956.0,1.0,0,999.0,999.0,999,999.0,999,999.0,0,-40000,95,7998.0,999.0,999.0
29.80044,-95.47538,395000,4.0,3,1696.0,77055,1090,2.29,1,0,1,0,1956.0,1.0,1,999.0,999.0,999,999.0,999,999.0,1,80001,1079,8637.948,999.0,999.0
29.833597,-95.32182,275000,4.0,3,1716.0,77016,1090,2.29,0,0,1,0,1940.0,1.0,0,3.0,0.6,3,1.5,3,0.8,0,0,0,4774.176,3.0,0.9666666666666668
29.790384,-95.489685,900000,5.0,5,4686.0,77055,1090,2.29,1,0,1,0,1981.0,2.0,0,8.0,0.4,6,1.8,6,2.2,0,0,0,19998.396,6.666666666666667,1.4666666666666668
29.773396,-95.49109,900000,3.0,3,2437.0,77024,1090,2.29,1,1,1,0,1955.0,1.0,2,7.0,0.5,6,1.7,6,2.1,1,50000,3008,13595.076,6.333333333333333,1.4333333333333336
29.820112,-95.3029,465000,3.0,1,3100.0,77028,1090,2.29,1,0,1,0,2023.0,1.0,3,5.0,0.1,3,1.8,3,0.8,1,350000,98,9748.728,3.6666666666666665,0.9
29.66581,-95.44445,625000,4.0,3,2425.0,77025,1090,2.29,1,0,1,0,2022.0,2.0,2,4.0,0.8,6,2.3,2,2.5,1,512000,3343,7148.196,4.0,1.8666666666666665
29.666952,-95.44045,399995,3.0,3,1888.0,77025,1090,2.29,1,0,1,0,1952.0,1.0,1,4.0,0.7,6,2.2,2,2.8,1,179995,235,7200.468,4.0,1.9000000000000001
29.667448,-95.44026,846500,4.0,4,3846.0,77025,1090,2.29,1,0,1,0,2022.0,2.0,2,4.0,0.7,6,2.1,2,2.8,1,727000,3285,7200.468,4.0,1.8666666666666665
29.670252,-95.44049,309900,3.0,2,1710.0,77025,1090,2.29,0,0,1,0,1953.0,1.0,1,4.0,0.5,6,2.0,2,2.9,0,0,0,7200.468,4.0,1.8
29.66937,-95.44432,750000,4.0,5,3200.0,77025,1090,2.29,1,0,1,0,2022.0,2.0,2,4.0,0.6,6,2.1,2,2.6,1,565000,1111,8559.54,4.0,1.7666666666666668
29.675804,-95.44157,345000,3.0,2,1608.0,77025,1090,2.29,1,0,1,0,1953.0,1.0,1,4.0,0.1,6,1.6,6,2.0,1,195000,3753,7200.468,5.333333333333333,1.2333333333333334
29.84434,-95.37059,349900,3.0,2,2822.0,77022,1090,2.29,0,1,1,0,1976.0,1.0,0,7.0,0.2,7,0.4,1,0.6,0,0,0,14187.492,5.0,0.4000000000000001
29.69145,-95.24333,234990,3.0,2,1584.0,77017,1090,2.29,0,0,1,0,1952.0,1.0,0,3.0,0.2,6,1.3,2,0.8,1,179990,1463,6899.904,3.6666666666666665,0.7666666666666666
29.690697,-95.2481,209900,3.0,1,2158.627875809694,77017,1090,2.29,0,0,1,0,1955.0,1.0,0,3.0,0.4,6,1.3,2,0.5,1,161400,2237,6600.0,3.6666666666666665,0.7333333333333334
29.692879,-95.251724,214500,3.0,1,1145.0,77017,1090,2.29,1,0,1,0,1950.0,1.0,1,3.0,0.6,6,1.4,2,0.4,1,99500,1549,8232.84,3.6666666666666665,0.7999999999999999
29.69759,-95.24034,489900,5.0,5,3300.0,77017,1090,2.29,0,0,1,0,2016.0,2.0,0,3.0,0.2,6,1.7,2,1.1,1,462400,4767,7357.284,3.6666666666666665,1.0
29.695742,-95.24161,239000,3.0,2,1448.0,77017,1090,2.29,0,0,1,0,1955.0,1.0,0,3.0,0.1,6,1.6,2,1.0,0,-9500,92,6599.34,3.6666666666666665,0.9
29.794815,-95.4173,815000,3.0,3,2172.0,77008,1090,2.29,1,0,1,0,2002.0,2.0,1,4.0,0.5,5,1.4,3,1.7,0,-24900,45,7200.468,4.0,1.2
29.79038,-95.41605,414700,2.0,1,1474.0,77008,1090,2.29,1,0,1,1,1951.0,1.0,2,4.0,0.5,5,1.4,3,2.0,0,-20100,35,8398.368,4.0,1.3
29.786892,-95.41645,660000,2.0,2,1449.0,77008,1090,2.29,1,0,1,1,1952.0,1.0,2,4.0,0.6,5,1.6,3,2.2,1,61000,646,35187.768,4.0,1.4666666666666668
29.855827,-95.54319,369500,4.0,2,2030.0,77041,1090,2.29,1,0,1,0,2022.0,1.0,2,5.0,3.3,5,5.6,5,4.5,0,-5400,38,8023.752,5.0,4.466666666666666
29.845913,-95.50985,539000,3.0,2,1709.0,77040,1090,2.29,0,0,1,0,1962.0,1.0,0,3.0,1.2,5,1.3,5,6.6,0,0,0,27020.268,4.333333333333333,3.033333333333333
29.688875,-95.4383,575000,3.0,3,3089.0,77025,1090,2.29,1,1,1,0,1950.0,1.0,2,5.0,0.4,6,0.8,6,1.9,0,-115000,1759,15598.836,5.666666666666667,1.0333333333333334
29.691607,-95.4278,799995,3.0,4,2733.0,77025,1090,2.29,1,0,1,0,1951.0,1.0,2,5.0,0.4,6,0.9,6,2.6,1,70995,1243,11325.6,5.666666666666667,1.3
29.690779,-95.42701,766000,3.0,3,2607.0,77025,1090,2.29,1,0,1,0,1952.0,1.0,2,5.0,0.4,6,1.0,6,2.6,1,763500,5265,8712.0,5.666666666666667,1.3333333333333333
29.875235,-95.38282,240000,3.0,1,1100.0,77076,1090,2.29,0,0,1,0,1950.0,1.0,1,8.0,0.4,3,0.5,1,2.2,0,-5000,21,7309.368,4.0,1.0333333333333334
29.732971,-95.45109,724900,3.0,2,1821.0,77027,1090,2.29,1,0,1,0,1958.0,1.0,2,7.0,1.4,9,2.9,5,1.6,1,309900,2557,9809.712,7.0,1.9666666666666668
29.615973,-95.2688,360000,3.0,2,1838.0,77075,1090,2.29,1,0,1,0,1954.0,1.0,2,9.0,0.9,2,4.3,3,3.6,0,-35000,199,9801.0,4.666666666666667,2.9333333333333336
29.62121,-95.27174,249900,3.0,1,1041.0,77075,1090,2.29,1,0,1,0,1965.0,1.0,1,9.0,0.5,2,4.0,3,3.3,0,0,218,9918.612,4.666666666666667,2.6
29.627552,-95.2736,249990,4.0,2,1534.0,77075,1090,2.29,0,0,1,0,1979.0,1.0,0,9.0,0.4,2,3.8,3,3.1,0,-9910,43,8171.856,4.666666666666667,2.4333333333333336
29.731236,-95.44357,695000,3.0,2,1762.0,77027,1090,2.29,1,0,1,0,1955.0,1.0,2,7.0,1.8,9,2.5,5,1.2,1,165100,2430,7200.468,7.0,1.8333333333333333
29.730413,-95.44354,818000,3.0,2,1896.0,77027,1090,2.29,1,1,1,0,1950.0,1.0,2,7.0,1.8,9,2.5,5,1.3,0,-30000,34,7501.032,7.0,1.8666666666666665
29.741156,-95.47693,624990,3.0,2,2203.0,77056,1090,2.29,1,0,1,0,1953.0,1.0,2,5.0,1.0,7,0.7,2,1.6,1,25990,2247,9208.584,4.666666666666667,1.0999999999999999
29.74128,-95.4775,850000,4.0,4,2481.0,77056,1090,2.29,1,0,1,0,1953.0,1.0,1,5.0,1.0,7,0.8,2,1.6,1,300500,938,9975.24,4.666666666666667,1.1333333333333335
29.689985,-95.425415,480000,3.0,2,1667.0,77025,1090,2.29,1,0,1,0,1952.0,1.0,2,5.0,0.4,6,1.1,6,2.7,1,140500,3613,7631.712,5.666666666666667,1.4000000000000001
29.687933,-95.4236,429900,3.0,2,1643.0,77025,1090,2.29,1,0,1,0,1951.0,1.0,2,5.0,0.5,6,1.3,6,2.8,1,84900,3472,7348.572,5.666666666666667,1.5333333333333332
29.692446,-95.43086,687500,3.0,3,3135.0,77025,1090,2.29,0,0,1,0,1952.0,1.0,0,8.0,0.6,6,0.8,5,3.0,0,-76576,226,18634.968,6.333333333333333,1.4666666666666668
29.814829,-95.48359,240000,3.0,1,1298.0,77055,1090,2.29,1,0,1,0,1955.0,1.0,1,999.0,999.0,999,999.0,999,999.0,0,-28000,10,8611.812,999.0,999.0
29.815096,-95.48269,255000,3.0,2,1331.0,77055,1090,2.29,0,0,1,0,1949.0,1.0,0,999.0,999.0,999,999.0,999,999.0,1,5000,10920,6602.0,999.0,999.0
29.733917,-95.48328,899000,3.0,2,1855.0,77057,1090,2.29,1,0,1,0,1960.0,1.0,2,7.0,0.7,7,1.3,2,1.1,1,894500,111,11164.427999999998,5.333333333333333,1.0333333333333334
29.60721,-95.44153,329990,4.0,3,2483.0,77053,1090,2.29,0,0,1,0,1976.0,2.0,0,4.0,0.9,4,1.1,2,1.4,0,0,0,14999.99999652,3.3333333333333335,1.1333333333333333
29.86115,-95.44203,415000,3.0,3,3390.0,77091,1090,2.29,1,0,1,0,2022.0,2.0,2,2.0,0.8,2,1.8,4,0.6,0,-54000,43,4748.04,2.6666666666666665,1.0666666666666667
29.715055,-95.35545,325000,3.0,2,1600.0,77004,1090,2.29,1,0,1,0,1954.0,1.0,2,4.0,0.7,3,1.6,2,0.5,1,190100,4676,7452.0,3.0,0.9333333333333332
29.665089,-95.32674,210000,3.0,2,1200.0,77033,1090,2.29,0,0,1,0,1950.0,1.0,0,4.0,0.2,3,2.3,3,1.8,1,105000,2682,6599.34,3.3333333333333335,1.4333333333333333
29.663563,-95.32707,269000,4.0,3,2475.0,77033,1090,2.29,0,0,1,0,1960.0,1.0,8,4.0,0.3,2,1.6,3,1.7,1,169000,4230,6298.776,3.0,1.2
29.67219,-95.333954,295000,3.0,2,1914.0,77033,1090,2.29,0,0,1,0,1940.0,1.0,0,4.0,0.4,3,1.8,3,2.4,1,265000,1998,7200.468,3.3333333333333335,1.5333333333333332
29.669142,-95.3353,220000,3.0,2,1340.0,77033,1090,2.29,1,0,1,0,1958.0,1.0,1,4.0,0.4,3,1.8,3,2.2,0,-20000,68,7204.824,3.3333333333333335,1.4666666666666668
29.666927,-95.33894,230000,3.0,2,1400.0,77033,1090,2.29,1,0,1,0,1948.0,1.0,1,4.0,0.6,3,1.5,3,1.9,0,0,9773,7814.664,3.3333333333333335,1.3333333333333333
29.807543,-95.4923,799000,4.0,5,4135.0,77055,1090,2.29,1,0,1,0,2020.0,2.0,2,999.0,999.0,999,999.0,999,999.0,0,0,0,6760.512,999.0,999.0
29.794514,-95.52763,547700,3.0,3,2297.0,77055,1090,2.29,1,0,1,0,1952.0,1.0,1,3.0,0.4,6,1.0,2,1.6,1,167800,3577,9165.024,3.6666666666666665,1.0
29.836763,-95.39572,222500,2.0,1,852.0,77022,1090,2.29,1,0,1,0,1956.0,1.0,1,3.0,0.2,3,2.0,3,0.9,0,-7499,302,7440.048,3.0,1.0333333333333334
29.799402,-95.52046,425000,3.0,2,1638.0,77080,1090,2.29,1,0,1,0,1960.0,1.0,2,1.0,0.3,3,1.0,2,1.8,1,230000,4969,12780.503999999999,2.0,1.0333333333333334
29.79989,-95.52046,435000,5.0,2,2055.0,77080,1090,2.29,0,0,1,0,1960.0,1.0,0,1.0,0.3,3,1.0,2,1.8,1,110000,313,11983.356,2.0,1.0333333333333334
29.801962,-95.49782,480000,3.0,1,1169.0,77055,1090,2.29,1,0,1,0,1989.0,1.0,1,999.0,999.0,999,999.0,999,999.0,1,311100,4055,8459.352,999.0,999.0
29.796247,-95.49903,535000,3.0,2,1701.0,77055,1090,2.29,0,0,1,0,1952.0,1.0,0,999.0,999.0,999,999.0,999,999.0,0,0,24,9099.684,999.0,999.0
29.795122,-95.49752,895000,3.0,2,1936.0,77055,1090,2.29,0,0,1,0,1953.0,1.0,0,8.0,0.2,6,1.5,6,1.9,0,-30000,70,24106.104,6.666666666666667,1.2
29.794163,-95.49871,749000,3.0,2,1837.0,77055,1090,2.29,1,0,1,0,1951.0,1.0,2,8.0,0.3,6,1.4,6,1.8,1,173100,2348,11077.308,6.666666666666667,1.1666666666666667
29.794334,-95.49668,795000,3.0,2,1880.0,77055,1090,2.29,1,0,1,0,1953.0,1.0,2,8.0,0.1,6,1.5,6,1.9,1,196000,551,12100.967999999999,6.666666666666667,1.1666666666666667
29.749626,-95.50164,699900,3.0,2,2360.0,77063,1090,2.29,1,0,1,0,1955.0,1.0,2,5.0,0.7,7,2.0,2,1.2,1,144900,4223,15063.048,4.666666666666667,1.3
29.648008,-95.24322,219900,4.0,2,1270.0,77034,1090,2.29,1,0,1,0,1951.0,1.0,1,3.0,0.4,6,0.6,3,2.1,0,-10000,58,6899.904,4.0,1.0333333333333334
29.64669,-95.245834,215000,3.0,1,1378.0,77034,1090,2.29,0,0,1,0,1951.0,1.0,0,3.0,0.3,6,0.7,3,2.3,0,0,0,6899.904,4.0,1.0999999999999999
29.846733,-95.25373,250000,4.0,2,1706.0,77078,1090,2.29,0,0,1,0,1957.0,1.0,0,3.0,2.7,3,5.3,3,4.1,0,0,45,18661.104,3.0,4.033333333333333
29.610771,-95.48467,255000,3.0,2,1721.0,77085,1090,2.29,1,0,1,0,2003.0,1.0,2,7.0,0.9,4,2.1,2,3.2,0,0,0,7875.648,4.333333333333333,2.066666666666667
29.79353,-95.50351,795000,3.0,4,2953.0,77055,1090,2.29,1,1,1,0,1955.0,1.0,2,8.0,0.6,6,1.1,6,1.5,1,45000,563,13499.244,6.666666666666667,1.0666666666666667
29.793316,-95.504,739000,3.0,2,1596.0,77055,1090,2.29,1,0,1,0,1954.0,1.0,2,8.0,0.6,6,1.1,6,1.5,1,164000,1966,11826.54,6.666666666666667,1.0666666666666667
29.828133,-95.48955,479900,4.0,4,2565.0,77092,1090,2.29,1,0,1,0,2022.0,2.0,2,7.0,0.5,2,1.1,2,1.2,0,-19100,160,6159.384,3.6666666666666665,0.9333333333333332
29.828152,-95.49317,250000,3.0,1,1240.0,77092,1090,2.29,0,0,1,0,1951.0,1.0,0,3.0,2.7,5,2.8,5,8.1,0,0,0,6050.484,4.333333333333333,4.533333333333333
29.790998,-95.53792,350000,3.0,2,2098.0,77055,1090,2.29,0,0,1,0,1959.0,1.0,0,3.0,0.3,6,1.4,2,1.4,1,348300,2883,8398.368,3.6666666666666665,1.0333333333333332
29.789991,-95.538635,475000,3.0,2,1535.0,77055,1090,2.29,1,0,1,0,1959.0,1.0,2,3.0,0.4,6,1.4,2,1.4,0,-24000,67,9600.624,3.6666666666666665,1.0666666666666667
29.789879,-95.53589,455000,3.0,2,1837.0,77055,1090,2.29,1,0,1,0,1960.0,1.0,2,3.0,0.2,6,1.3,2,1.5,1,185100,4468,8398.368,3.6666666666666665,1.0
29.80839,-95.54868,649900,4.0,4,2497.0,77043,1090,2.29,1,0,1,0,1963.0,1.0,2,2.0,0.6,3,0.3,2,0.2,0,0,0,9761.796,2.3333333333333335,0.36666666666666664
29.808886,-95.550385,379900,4.0,2,1744.0,77043,1090,2.29,0,0,1,0,1955.0,1.0,2,2.0,0.5,3,0.2,2,0.2,1,165400,3332,9517.86,2.3333333333333335,0.3
29.808056,-95.55241,429000,3.0,2,1617.0,77043,1090,2.29,1,0,1,0,1955.0,1.0,2,2.0,0.4,3,0.2,2,0.4,1,10000,1,9761.796,2.3333333333333335,0.3333333333333333
29.665411,-95.461975,510000,3.0,2,2004.0,77035,1090,2.29,1,0,1,0,1955.0,1.0,1,5.0,0.5,5,0.8,2,1.6,1,210100,615,10785.456,4.0,0.9666666666666668
29.664646,-95.46112,375000,3.0,3,2119.0,77035,1090,2.29,1,0,1,0,1955.0,1.0,2,5.0,0.4,5,0.8,2,1.6,0,-40000,68,8999.496,4.0,0.9333333333333335
29.665133,-95.459885,895000,4.0,3,3449.0,77035,1090,2.29,1,0,1,0,2022.0,2.0,2,5.0,0.4,5,0.9,2,1.6,1,655100,1662,11761.2,4.0,0.9666666666666668
29.662659,-95.4627,464900,3.0,2,1862.0,77035,1090,2.29,0,0,1,0,1955.0,1.0,2,5.0,0.6,5,0.8,2,1.4,0,-20000,39,16352.424,4.0,0.9333333333333332
29.663933,-95.460945,275000,4.0,4,3467.0,77035,1090,2.29,1,0,1,0,1955.0,1.0,4,5.0,0.4,5,0.9,2,1.5,0,-220000,488,30566.052,4.0,0.9333333333333332
29.664,-95.459274,558844,4.0,3,2925.0,77035,1090,2.29,1,0,1,0,1955.0,1.0,2,5.0,0.3,5,1.0,2,1.6,1,168944,3556,9374.112,4.0,0.9666666666666668
29.6634,-95.4611,848500,4.0,3,3296.0,77035,1090,2.29,1,0,1,0,2022.0,2.0,2,5.0,0.5,5,0.9,2,1.5,1,643500,3292,11730.707999999999,4.0,0.9666666666666667
29.662357,-95.46364,458440,4.0,3,2898.0,77035,1090,2.29,0,0,1,0,1955.0,1.0,2,5.0,0.6,5,0.8,2,1.4,1,477700,2477,11395.296,4.0,0.9333333333333332
29.666008,-95.33565,260000,3.0,1,1124.0,77033,1090,2.29,1,0,1,0,1951.0,1.0,1,4.0,0.4,3,1.7,3,2.0,0,-243926112,335,7257.096,3.3333333333333335,1.3666666666666665
29.664963,-95.333725,235000,4.0,2,1500.0,77033,1090,2.29,0,0,1,0,1951.0,1.0,0,4.0,0.3,3,1.9,3,1.9,1,85100,154,6821.496,3.3333333333333335,1.3666666666666665
29.661951,-95.33554,250000,5.0,3,1438.0,77033,1090,2.29,0,0,1,0,1950.0,1.0,1,4.0,0.5,2,1.5,3,1.8,0,0,0,6146.316,3.0,1.2666666666666666
29.787987,-95.50924,719000,3.0,2,1308.0,77055,1090,2.29,1,0,1,0,1950.0,1.0,2,8.0,1.0,6,0.6,6,1.0,1,60000,265,8197.992,6.666666666666667,0.8666666666666667
29.849508,-95.540634,241000,3.0,2,1152.0,77041,1090,2.29,0,0,1,0,2001.0,2.0,0,5.0,3.4,5,5.8,5,4.8,1,66100,694,5501.628,5.0,4.666666666666667
29.650427,-95.240746,220000,3.0,2,1594.0,77034,1090,2.29,1,0,1,0,1953.0,1.0,1,3.0,0.6,6,0.4,3,2.0,0,-25000,138,6821.496,4.0,1.0
29.790436,-95.52957,495000,3.0,2,2047.0,77055,1090,2.29,0,1,1,0,1960.0,1.0,0,3.0,0.2,6,0.9,2,1.7,0,0,0,8280.756,3.6666666666666665,0.9333333333333332
29.836489,-95.45658,349900,4.0,2,1592.0,77092,1090,2.29,1,0,1,0,1954.0,1.0,2,3.0,0.3,2,1.5,2,1.0,0,0,0,8794.764,2.3333333333333335,0.9333333333333332
29.83616,-95.45981,459000,3.0,2,1738.0,77092,1090,2.29,0,0,1,0,1954.0,1.0,0,3.0,0.2,2,1.3,2,0.8,1,84000,2983,7975.836,2.3333333333333335,0.7666666666666666
29.833633,-95.456696,428000,3.0,2,1479.0,77092,1090,2.29,0,0,1,0,1954.0,1.0,2,3.0,0.4,2,1.5,2,0.9,0,0,0,7200.468,2.3333333333333335,0.9333333333333332
29.833145,-95.45651,449800,3.0,2,1788.0,77092,1090,2.29,1,0,1,0,1955.0,1.0,2,3.0,0.5,2,1.5,2,0.9,1,109880,174,7200.468,2.3333333333333335,0.9666666666666667
29.835587,-95.46532,439500,4.0,2,1271.0,77092,1090,2.29,1,0,1,0,1955.0,1.0,2,3.0,0.3,2,1.0,2,0.5,1,260500,3942,7230.96,2.3333333333333335,0.6
29.833767,-95.46839,329000,4.0,2,1522.0,77092,1090,2.29,1,0,1,0,1955.0,1.0,1,3.0,0.6,2,0.9,2,0.3,0,-70000,97,6298.776,2.3333333333333335,0.6
29.832115,-95.46744,260000,3.0,1,1396.0,77092,1090,2.29,0,0,1,0,1955.0,1.0,0,2.0,0.6,2,1.0,2,0.3,0,-9000,30,6600.0,2.0,0.6333333333333334
29.831814,-95.46894,369000,5.0,3,1897.0,77092,1090,2.29,0,0,1,0,1954.0,1.0,0,2.0,0.6,2,0.9,2,0.2,0,-21000,15,6538.356,2.0,0.5666666666666667
29.831345,-95.46935,525500,4.0,3,2508.0,77092,1090,2.29,1,0,1,0,1955.0,1.0,2,2.0,0.5,2,0.9,2,0.1,1,214000,240,7305.012,2.0,0.5
29.830593,-95.46956,399999,4.0,2,1365.0,77092,1090,2.29,1,0,1,0,1955.0,1.0,1,2.0,0.5,2,1.0,2,0.1,0,-35000,112,6899.904,2.0,0.5333333333333333
29.830683,-95.47194,335000,3.0,2,1164.0,77092,1090,2.29,1,0,1,0,1955.0,1.0,1,2.0,0.5,2,0.9,2,0.1,1,206000,3225,9670.32,2.0,0.5
29.659557,-95.31361,264900,3.0,3,1784.0,77087,1090,2.29,1,0,1,0,1955.0,1.0,2,5.0,0.6,5,1.1,3,1.6,0,-5100,30,7126.416,4.333333333333333,1.1
29.804876,-95.53232,399000,4.0,3,2317.0,77080,1090,2.29,1,0,1,0,1953.0,2.0,2,6.0,0.4,3,0.2,2,1.0,1,24000,202,12240.36,3.6666666666666665,0.5333333333333333
29.801458,-95.531105,369000,4.0,2,1638.0,77080,1090,2.29,1,0,1,0,1958.0,1.0,2,6.0,0.6,3,0.4,2,1.2,0,-81000,214,14270.256,3.6666666666666665,0.7333333333333334
29.808899,-95.49848,399900,5.0,2,2169.0,77055,1090,2.29,1,0,1,0,1954.0,1.0,1,999.0,999.0,999,999.0,999,999.0,1,74900,8812,9273.924,999.0,999.0
29.851486,-95.4003,295000,3.0,2,1437.0,77076,1090,2.29,1,0,1,0,1960.0,1.0,1,3.0,1.3,3,1.5,3,1.8,0,-26000,51,7810.308,3.0,1.5333333333333332
29.787308,-95.50401,781800,3.0,3,2517.0,77055,1090,2.29,1,0,1,0,1958.0,1.0,3,8.0,0.8,6,0.9,6,1.3,0,-116000,480,23958.000000000004,6.666666666666667,1.0
29.731136,-95.45676,799900,4.0,4,3062.0,77027,1090,2.29,1,0,1,0,2022.0,3.0,2,7.0,1.0,9,3.3,5,2.0,1,20000,294,3400.0,7.0,2.1
